section_id,subpart_id,part_id,section_number,section_title,section_text,source_document
DFARS-SEC-242.7503,DFARS-SUBPART-242.75,DFARS-PART-242,242.7503,Contract clause.,"Use the clause at 252.242-7006 , Accounting System Administration, in solicitations and contracts when contemplating— (a) A cost-reimbursement, incentive type, time-and-materials, or labor-hour contract; or (b) A contract with progress payments made on the basis of costs incurred by the contractor or on a percentage or stage of completion.",KB 2/USA/DFARS.pdf
DFARS-SEC-243.107,DFARS-SUBPART-243.1,DFARS-PART-243,243.107,RESERVED,,KB 2/USA/DFARS.pdf
DFARS-SEC-243.107-70,DFARS-SUBPART-243.1,DFARS-PART-243,243.107-70,Notification of substantial impact on employment.,"The Secretary of Defense is required to notify the Secretary of Labor if a modification of a major defense contract or subcontract will have a substantial impact on employment. The clause prescribed at 249.7003 (c) requires that the contractor notify its employees, its subcontractors, and State and local officials when a contract modification will have a substantial impact on employment.",KB 2/USA/DFARS.pdf
DFARS-SEC-243.170,DFARS-SUBPART-243.1,DFARS-PART-243,243.170,Identification of foreign military sale (FMS) requirements.,Follow the procedures at PGI 243.170 for identifying contract modifications that add FMS requirements.,KB 2/USA/DFARS.pdf
DFARS-SEC-243.171,DFARS-SUBPART-243.1,DFARS-PART-243,243.171,Obligation or deobligation of funds.,Follow the procedures at PGI 243.171 when obligating or deobligating funds.,KB 2/USA/DFARS.pdf
DFARS-SEC-243.172,DFARS-SUBPART-243.1,DFARS-PART-243,243.172,Application of modifications.,Follow the procedures at 204.1671 for determining the sequence for application of modifications to a contract or order.,KB 2/USA/DFARS.pdf
DFARS-SEC-243.204,DFARS-SUBPART-243.2,DFARS-PART-243,243.204,Administration.,Follow the procedures at PGI 243.204 for administration of change orders.,KB 2/USA/DFARS.pdf
DFARS-SEC-243.204-70,DFARS-SUBPART-243.2,DFARS-PART-243,243.204-70,Definitization of change orders.,"243.204-70-1 Scope. (a) This subsection applies to unpriced change orders with an estimated value exceeding $5 million. (b) Unpriced change orders for foreign military sales and special access programs are not subject to this subsection, but the contracting officer shall apply the policy and procedures to them to the maximum extent practicable. If the contracting officer determines that it is impracticable to adhere to the policy and procedures of this subsection for an unpriced change order for a foreign military sale or a special access program, the contracting officer shall provide prior notice, through agency channels, to the Office of the Principal Director, Defense Pricing, Contracting, and Acquisition Policy (Contract Policy) via email at osd.pentagon.ousd-a-s.mbx.asda-dp-c-contractpolicy@mail.mil. Price Ceiling. Unpriced change orders shall include a not-to-exceed price. 243.204-70-2 Price ceiling. Unpriced change orders shall include a not-to-exceed price. 243.204-70-3 Definitization schedule. (a) Unpriced change orders shall contain definitization schedules that provide for definitization by the earlier of— (1) The date that is 180 days after issuance of the change order (this date may be extended but may not exceed the date that is 180 days after the contractor submits a qualifying proposal); or (2) The date on which the amount of funds obligated under the change order is equal to more than 50 percent of the not- to-exceed price. (b) Submission of a qualifying proposal in accordance with the definitization schedule is a material element of the contract. If the contractor does not submit a timely qualifying proposal, the contracting officer may suspend or reduce progress payments under FAR 32.503-6, or take other appropriate action. 243.204-70-4 Limitations on obligations. (a) The Government shall not obligate more than 50 percent of the not-to-exceed price before definitization. However, if a contractor submits a qualifying proposal before 50 percent of the not-to-exceed price has been obligated by the Government, the limitation on obligations before definitization may be increased to no more than 75 percent (see 232.102-70 for coverage on provisional delivery payments). (b) Obligations should be consistent with the contractor’s requirements for the undefinitized period. 243.204-70-5 Exceptions. (a) The limitations in 243.204-70 -2, 243.204-70 -3, and 243.204-70 -4 do not apply to unpriced change orders for the purchase of initial spares. (b) The limitations in 243.204-70 -4(a) do not apply to unpriced change orders for ship construction and ship repair. (c) The head of the agency may waive the limitations in 243.204-70 -2, 243.204-70 -3, and 243.204-70 -4 for unpriced change orders if the head of the agency determines that the waiver is necessary to support— (1) A contingency operation; or (2) A humanitarian or peacekeeping operation. 243.204-70-6 Allowable Profit. When the final price of an unpriced change order is negotiated after a substantial portion of the required performance has been completed, the head of the contracting activity shall ensure the profit allowed reflects— (a) Any reduced cost risk to the contractor for costs incurred during contract performance before negotiation of the final price; (b) Any reduced cost risk to the contractor for costs expected to be incurred during performance of the remainder of the contract; and (c) The extent to which costs have been incurred prior to definitization of the unpriced change order (see 215.404-71 -3 (d) (2)). The risk assessment shall be documented in the price negotiation memorandum. 243.204–70–7 Plans and reports. To provide for enhanced management and oversight of unpriced change orders, departments and agencies shall— (a) Include in the Consolidated Undefinitized Contract Action (UCA) Management Plan required by 217.7405 , the actions planned and taken to ensure that unpriced change orders are definitized in accordance with this subsection; and (b) Include in the Consolidated UCA Management Report required by 217.7405 , each unpriced change order with an estimated value exceeding $5 million.",KB 2/USA/DFARS.pdf
DFARS-SEC-243.204-71,DFARS-SUBPART-243.2,DFARS-PART-243,243.204-71,Certification of requests for equitable adjustment.,"(a) A request for equitable adjustment to contract terms that exceeds the simplified acquisition threshold may not be paid unless the contractor certifies the request in accordance with the clause at 252.243-7002 . (b) To determine if the dollar threshold for requiring certification is met, add together the absolute value of each cost increase and each cost decrease. See PGI 243.204 -71(b) for an example. (c) The certification required by 10 U.S.C. 3862(a), as implemented in the clause at 252.243-7002 , is different from the certification required by 41 U.S.C. 7103, Disputes. If the contractor has certified a request for equitable adjustment in accordance with 10 U.S.C. 3862(a), and desires to convert the request to a claim under the Contract Disputes statute, the contractor shall certify the claim in accordance with FAR subpart 33.2.",KB 2/USA/DFARS.pdf
DFARS-SEC-243.205,DFARS-SUBPART-243.2,DFARS-PART-243,243.205,Contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-SEC-243.205-70,DFARS-SUBPART-243.2,DFARS-PART-243,243.205-70,Pricing of contract modifications.,"Use the clause at 252.243-7001 , Pricing of Contract Modifications, in solicitations and contracts when anticipating and using a fixed price type contract.",KB 2/USA/DFARS.pdf
DFARS-SEC-243.205-71,DFARS-SUBPART-243.2,DFARS-PART-243,243.205-71,Requests for equitable adjustment.,"Use the clause at 252.243-7002 , Requests for Equitable Adjustment, in solicitations and contracts, including solicitations and contracts using FAR part 12 procedures for the acquisition of commercial products and commercial services, that are estimated to exceed the simplified acquisition threshold.",KB 2/USA/DFARS.pdf
DFARS-SEC-243.205-72,DFARS-SUBPART-243.2,DFARS-PART-243,243.205-72,Unpriced change orders.,See the clause prescriptions at 217.7406 for all unpriced change orders with an estimated value exceeding $5 million.,KB 2/USA/DFARS.pdf
DFARS-SEC-244.101,DFARS-SUBPART-244.1,DFARS-PART-244,244.101,Definitions.,"“Acceptable purchasing system” means a purchasing system that complies with the system criteria in paragraph (c) of the clause at 252.244-7001. “Purchasing system” means the contractor’s system or systems for purchasing and subcontracting, including make-or-buy decisions, the selection of vendors, analysis of quoted prices, negotiation of prices with vendors, placing and administering of orders, and expediting delivery of materials.",KB 2/USA/DFARS.pdf
DFARS-SEC-244.201,DFARS-SUBPART-244.2,DFARS-PART-244,244.201,Consent and advance notification requirements.,,KB 2/USA/DFARS.pdf
DFARS-SEC-244.201-1,DFARS-SUBPART-244.2,DFARS-PART-244,244.201-1,Consent requirements.,"(a) In accordance with section 824 of the National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232), notwithstanding the requirements in FAR 44.201-1(a), the contracting officer shall not withhold consent to subcontract without the written approval of the program manager, or comparable requiring activity official exercising program management responsibilities, if the contractor has an approved purchasing system, as defined in FAR 44.101. (S-70) In solicitations and contracts for information technology, whether acquired as a service or as a supply, that is a covered system or covered item of supply as those terms are defined at 239.7301 , consider the need for a consent to subcontract requirement regarding supply chain risk (see subpart 239.73). For additional guidance see PGI 244.201-1 .",KB 2/USA/DFARS.pdf
DFARS-SEC-244.202,DFARS-SUBPART-244.2,DFARS-PART-244,244.202,Contracting officers evaluation.,,KB 2/USA/DFARS.pdf
DFARS-SEC-244.202-2,DFARS-SUBPART-244.2,DFARS-PART-244,244.202-2,Considerations.,"(a) Where other than lowest price is the basis for subcontractor selection, has the contractor adequately substantiated the selection as offering the greatest value to the Government?",KB 2/USA/DFARS.pdf
DFARS-SEC-244.301,DFARS-SUBPART-244.3,DFARS-PART-244,244.301,Objective.,"The administrative contracting officer (ACO) is solely responsible for initiating reviews of the contractor's purchasing systems, but other organizations may request that the ACO initiate such reviews.",KB 2/USA/DFARS.pdf
DFARS-SEC-244.302,DFARS-SUBPART-244.3,DFARS-PART-244,244.302,Requirements.,"(a) In lieu of the threshold at FAR 44.302(a), the ACO shall determine the need for a CPSR if a contractor’s sales to the Government are expected to exceed $50 million during the next 12 months.",KB 2/USA/DFARS.pdf
DFARS-SEC-244.303,DFARS-SUBPART-244.3,DFARS-PART-244,244.303,Extent of review.,"(a) Also review the adequacy of rationale documenting commercial product or commercial service determinations to ensure compliance with the definition of “commercial product” or “commercial service” in FAR 2.101. (b) Also review the adequacy of the contractor’s counterfeit electronic part detection and avoidance system under DFARS 252.246-7007 , Contractor Counterfeit Electronic Part Detection and Avoidance System.",KB 2/USA/DFARS.pdf
DFARS-SEC-244.305,DFARS-SUBPART-244.3,DFARS-PART-244,244.305,"Granting, withholding, or withdrawing approval.",,KB 2/USA/DFARS.pdf
DFARS-SEC-244.305-70,DFARS-SUBPART-244.3,DFARS-PART-244,244.305-70,Policy.,"Use this section instead of FAR 44.305-2(c) and 44.305-3(b). (a) The cognizant contracting officer, in consultation with the purchasing system analyst or auditor, shall— (1) Determine the acceptability of the contractor’s purchasing system and approve or disapprove the system; and (2) Pursue correction of any deficiencies. (b) In evaluating the acceptability of the contractor’s purchasing system, the contracting officer, in consultation with the purchasing system analyst or auditor, shall determine whether the contractor’s purchasing system complies with the system criteria for an acceptable purchasing system as prescribed in the clause at 252.244-7001 , Contractor Purchasing System Administration. (c) Disposition of findings— (1) Reporting of findings. The purchasing system analyst or auditor shall document findings and recommendations in a report to the contracting officer. If the auditor or purchasing system analyst identifies any material weaknesses, the report shall describe the underlying deficiencies in sufficient detail to allow the contracting officer to understand the weaknesses ordeficiencies. (2) Initial determination. (i) The contracting officer shall review all findings and recommendations and, if there are no material weaknesses, shall promptly notify the contractor that the contractor's purchasing system is acceptable and approved; or (ii) If the contracting officer finds that there are one or more https://www.acq.osd.mil/dpap/dars/dfars/html/ current/252244.htm#252.244-7001 material weaknesses due to the contractor’s failure to meet one or more of the purchasing system criteria in the clause at 252.244-7001, the contracting officer shall— (A) Promptly make an initial written determination on any material weaknessesand notify the contractor, in writing, providing a description of each material weakness in sufficient detail to allow the contractor to understand the weakness (see PGI 244.305-70(c)(2)); (B) Request the contractor to respond, in writing, to the initial determination within 30 days; and (C) Evaluate the contractor's response to the initial determination in consultation with the auditor or purchasing system analyst, and make a final determination. (3) Final determination. (i) The contracting officer shall make a final determination and notify the contractor, in writing, that— (A) The contractor’s purchasing system is acceptable and approved, and no material weaknesses remain; or (B) Material weaknesses remain. The notice shall identify any remaining material weaknesses and indicate the adequacy of any proposed or completed corrective action. The contracting officer shall— (1) Request that the contractor, within 45 days of receipt of the final determination, either correct the weaknesses or submit an acceptable corrective action plan showing milestones and actions to eliminate the weaknesses; (2) Disapprove the system in accordance with the clause at 252.244-7001; and (3) Withhold payments in accordance with the clause at 252.242-7005 , Contractor Business Systems, if the clause is included in the contract. (ii) Follow the procedures relating to monitoring a contractor’s corrective action and the correction of material weaknesses in PGI 244.305-70 (c)(3). (d) System approval. The contracting officer shall promptly approve a previously disapproved purchasing system and notify the contractor when the contracting officer determines that there are no remaining material weaknesses. (e) Contracting officer notifications. The cognizant contracting officer shall promptly distribute copies of a determination to approve a system, disapprove a system and withhold payments, or approve a previously disapproved system and release withheld payments to the auditor; payment office; affected contracting officers at the buying activities; and cognizant contracting officers in contract administration activities. (f) Mitigating the risk of deficiencies on specific proposals. (1) Source selection evaluation teams shall discuss identified deficiencies and their impact in all reports on contractor proposals until the deficiencies are resolved. (2) The contracting officer responsible for negotiation of a proposal generated by a purchasing system with an identified deficiency shall evaluate whether the deficiency impacts the negotiations. If it does not, the contracting officer should proceed with negotiations. If it does, the contracting officer should consider other alternatives, e.g.— (i) Allowing the contractor additional time to correct the deficiency and submit a corrected proposal; (ii) Considering another type of contract, e.g., a fixed-price incentive (firm target) contract instead of firm-fixed- price; (iii) Using additional cost analysis techniques to determine the reasonableness of the cost elements affected by the deficiency; (iv) Segregating the questionable areas as a cost-reimbursable line item; (v) Reducing the negotiation objective for profit or fee; or (vi) Including a contract (reopener) clause that provides for adjustment of the contract amount after award. (3) The contracting officer who incorporates a reopener clause into the contract is responsible for negotiating price adjustments required by the clause. Any reopener clause necessitated by a deficiency should— (i) Clearly identify the amounts and items that are in question at the time of negotiation; (ii) Indicate a specific time or subsequent event by which the contractor will submit a supplemental proposal, including certified cost or pricing data, identifying the cost impact adjustment necessitated by the deficient purchasing system; (iii) Provide for the contracting officer to adjust the contract price unilaterally if the contractor fails to submit the supplemental proposal; and (iv) Provide that failure of the Government and the contractor to agree to the price adjustment shall be a dispute under the Disputes clause.",KB 2/USA/DFARS.pdf
DFARS-SEC-244.305-71,DFARS-SUBPART-244.3,DFARS-PART-244,244.305-71,Contract clause.,"Use the Contractor Purchasing System Administration basic clause or its alternate as follows: (a) Use the clause at 252.244-7001 , Contractor Purchasing System Administration—Basic, in solicitations and contracts containing the clause at FAR 52.244-2, Subcontracts. (b) Use the clause at 252.244-7001 , Contractor Purchasing System Administration—Alternate I, in solicitations and contracts that contain the clause at 252.246-7007 , Contractor Counterfeit Electronic Part Detection and Avoidance System, but do not contain FAR 52.244-2, Subcontracts.",KB 2/USA/DFARS.pdf
DFARS-SEC-244.402,DFARS-SUBPART-244.4,DFARS-PART-244,244.402,Policy requirements.,"(a) Contractors are required to determine whether a particular subcontract item meets the definition of a commercial product or commercial service. This requirement does not affect the contracting officer’s responsibilities or determinations made under FAR 15.403-1(c)(3). Contractors are expected to exercise reasonable business judgment in making such determinations, consistent with the guidelines for conducting market research in FAR Part 10. (S-70) In accordance with 10 U.S.C. 3457(c) , items that are valued at less than $10,000 per item that are purchased by a contractor for use in the performance of multiple contracts with the Department of Defense and other parties and are not identifiable to any particular contract when purchased shall be treated as commercial products, even though the items may not meet the definition of “commercial product” at FAR 2.101 and do not require a commercial product determination.",KB 2/USA/DFARS.pdf
DFARS-SEC-244.403,DFARS-SUBPART-244.4,DFARS-PART-244,244.403,Contract clause.,"Use the clause at 252.244-7000 , Subcontracts for Commercial Products and Commercial Services, in solicitations and contracts, including solicitations and contracts using FAR part 12 procedures for the acquisition of commercial products and commercial services.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.101,DFARS-SUBPART-245.1,DFARS-PART-245,245.101,Definitions.,"“Mapping, charting, and geodesy property,” as used in this subpart, is defined in the clause at 252.245-7000, Government- Furnished Mapping, Charting, and Geodesy Property.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.102,DFARS-SUBPART-245.1,DFARS-PART-245,245.102,Policy.,"See the policy guidance at PGI 245.102-70 . (1) Mapping, charting, and geodesy property. All Government-furnished mapping, charting, and geodesy (MC&G) property is under the control of the Director, National Geospatial Intelligence Agency. (i) MC&G property shall not be duplicated, copied, or otherwise reproduced for purposes other than those necessary for contract performance. (ii) Upon completion of contract performance, the contracting officer shall— (A) Contact the Director, National Geospatial-Intelligence Agency, 7500 Geoint Drive, Springfield, VA 22150, for disposition instructions; (B) Direct the contractor to destroy or return all Government-furnished MC&G property not consumed during contract performance; and (C) Specify the destination and means of shipment for property to be returned to the Government. (2) Government supply sources. When a contractor will be responsible for preparing requisitioning documentation to acquire Government-furnished property (GFP) from Government supply sources, include in the contract the requirement to prepare the documentation in accordance with DLM 4000.25, Defense Logistics Management Standards (DLMS), Volume 2, Supply Standards and Procedures. Copies are available from the address cited at PGI 251.102. (3) Acquisition and management of industrial resources. See Subpart 237.75 for policy relating to facilities projects. (4) GFP identification. (i) It is DoD policy that GFP be tagged, labeled, or marked based on DoD marking standards (MIL Standard 130) or other standards, when the requiring activity determines that such items are subject to serialized item management (serially- managed items). The list of GFP subject to serialized item management will be identified in the contract in accordance with 245.102, Government-furnished property attachments to solicitations and awards. (ii) Exceptions. The Contractor will not be required to tag, label, or mark— (A) GFP that was previously tagged, labeled, or marked; (B) Items, as determined by the head of the agency, that are to be used to support a contingency operation; or to facilitate defense against or recovery from nuclear, biological, chemical, or radiological attack; (C) Items for which a determination and findings has been executed concluding that it is more cost effective for the Government requiring activity to assign, mark, and register the unique item identification after delivery of an item acquired from a small business concern or a commercial product acquired under FAR part 12 or part 8. (1) The determination and findings shall be executed by— (i) The Component Acquisition Executive for an Acquisition Category (ACAT) I program; or (ii) The head of the contracting activity for all other programs. (2) A copy of the executed determination and findings shall be provided to the Office of the Principal Director, Defense Pricing, Contracting, and Acquisition Policy (Contracting eBusiness) via email at osd.pentagon.ousd-a- s.mbx.dpc-cb@mail.mil. (D) Items that are contractor-acquired property; (E) Property under any statutory leasing authority; (F) Property to which the Government has acquired a lien or title solely because of partial, advance, progress, or performance-based payments; (G) Intellectual property or software; or (H) Real property. (5) Reporting loss of Government property. It is DoD policy that all Government property be reported in the GFP module or Wide Area WorkFlow module of the Procurement Integrated Enterprise Environment (PIEE) as required by the clause at 252.245-7005, Management and Reporting of Government Property.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.103,DFARS-SUBPART-245.1,DFARS-PART-245,245.103,General.,,KB 2/USA/DFARS.pdf
DFARS-SEC-245.103-70,DFARS-SUBPART-245.1,DFARS-PART-245,245.103-70,Furnishing Government property to contractors.,Follow the procedures at PGI 245.103-70 for furnishing Government property to contractors.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.103-71,DFARS-SUBPART-245.1,DFARS-PART-245,245.103-71,Transferring Government property accountability.,Follow the procedures at PGI 245.103-71 for transferring Government property accountability.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.103-72,DFARS-SUBPART-245.1,DFARS-PART-245,245.103-72,Government-furnished property attachments to solicitations and awards.,"When performance will require the use of GFP, contracting officers shall include the GFP attachment to solicitations and awards. See PGI PGI 245.103-72 Government-furnished property attachments to solicitations and awards. for links to the formats and procedures for preparing the GFP attachment.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.103-73,DFARS-SUBPART-245.1,DFARS-PART-245,245.103-73,Government property under sustainment contracts.,"See PGI 245.103-73 for information on the reporting requirements for Government inventory held by contractors under sustainment contracts in accordance with DoD Manual 4140.01, Volume 6, DoD Supply Chain Materiel Management Procedures: Materiel Returns, Retention, and Disposition.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.103-74,DFARS-SUBPART-245.1,DFARS-PART-245,245.103-74,Contracting office responsibilities.,See PGI 245.103-74 for contracting office responsibilities.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.104,DFARS-SUBPART-245.1,DFARS-PART-245,245.104,Responsibility and liability for Government property.,"In addition to the contract types listed at FAR 45.104, contractors are not held liable for loss of Government property under negotiated fixed-price contracts awarded on a basis other than submission of certified cost or pricing data.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.105,DFARS-SUBPART-245.1,DFARS-PART-245,245.105,Contractors property management system compliance.,"(a) Definitions . As used in this subpart— “Acceptable property management system” means a property system that complies with the system criteria in paragraph (c) of the clause at 252.245-7003, Contractor Property Management Administration. “Property management system” means the contractor’s system or systems for managing and controlling Government property. (b) Policy. The cognizant contracting officer, in consultation with the property administrator, shall— (1) Determine the acceptability of the system and approve or disapprove the system; and (2) Pursue correction of any weaknesses or deficiencies. (c) In evaluating the acceptability of a contractor’s property management system, the contracting officer, in consultation with the property administrator, shall determine whether the contractor’s property management system complies with the system criteria for an acceptable property management system as prescribed in the clause at 252.245-7003 , Contractor Property Management System Administration. (d) Disposition of findings— (1) Reporting of findings. The property administrator shall document findings and recommendations in a report to the contracting officer. If the property administrator identifies any material weaknesses, the report shall describe the underlying deficiencies in sufficient detail to allow the contracting officer to understand the weaknesses or deficiencies. (2) Initial determination. (i) The contracting officer shall review findings and recommendations and, if there are no material weaknesses, shall promptly notify the contractor, in writing, that the contractor’s property management system is acceptable and approved; or (ii) If the contracting officer finds that there are one or more https://www.acq.osd.mil/dpap/dars/dfars/html/ current/252245.htm#252.245-7003 material weaknesses due to the contractor’s failure to meet one or more of the property management system criteria in the clause at 252.245-7003, the contracting officer shall— (A) Promptly make an initial written determination on any material weaknesses and notify the contractor, in writing, providing a description of each material weakness in sufficient detail to allow the contractor to understand the weakness (see PGI 245.105(d)(2)); (B) Request the contractor to respond, in writing, to the initial determination within 30 days and; (C) Evaluate the contractor’s response to the initial determination, in consultation with the property administrator, and make a final determination. (3) Final determination. (i) The contracting officer shall make a final determination and notify the contractor, in writing, that— (A) Promptly make an initial written determination on any material weaknesses and notify the contractor, in writing, providing a description of each material weakness in sufficient detail to allow the contractor to understand the weakness (see PGI 245.105(d)(2)); (B) Material weaknesses remain. The notice shall identify any remaining material weaknessesand indicate the adequacy of any proposed or completed corrective action. The contracting officer shall— (1) Request that the contractor, within 45 days of receipt of the final determination, either correct the weaknesses or submit an acceptable corrective action plan showing milestones and actions to eliminate the weaknesses; (2) Disapprove the system in accordance with the clause at 252.245-7003; and (3) Withhold payments in accordance with the clause at 252.242-7005 , Contractor Business Systems, if the clause is included in the contract. (ii) Follow the procedures relating to monitoring a contractor’s corrective action and the correction of material weaknesses in PGI 245.105 (d)(3). (e) System approval. The contracting officer shall promptly approve a previously disapproved property management system and notify the contractor when the contracting officer determines, in consultation with the property administrator, that there are no remaining material weaknesses. (f) Contracting officer notifications. The cognizant contracting officer shall promptly distribute copies of a determination to approve a system, disapprove a system and withhold payments, or approve a previously disapproved system and release withheld payments to the auditor; payment office; affected contracting officers at the buying activities; and cognizant contracting officers in contract administration activities.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.107,DFARS-SUBPART-245.1,DFARS-PART-245,245.107,Contract clauses.,"(1)(i) In lieu of the prescription at FAR 45.107(d), use the clause at FAR 52.245-1, Government Property, in all purchase orders for repair, maintenance, overhaul, or modification of Government property regardless of the unit acquisition cost of the items to be repaired. (ii) For negotiated fixed-price contracts awarded on a basis other than submission of certified cost or pricing data for which Government property is provided, use the clause at FAR 52.245-1, Government Property, without its Alternate I. (2) Use the clause at 252.245-7000, Government-Furnished Mapping, Charting, and Geodesy Property, in solicitations and contracts when mapping, charting, and geodesy property is to be furnished. (3) Use the clause at 252.245-7003 , Contractor Property Management System Administration, in solicitations and contracts containing the clause at FAR 52.245-1, Government Property. (4) Use the clause at 252.245-7005, Management and Reporting of Government Property, in solicitations and contracts, including solicitations and contracts using FAR part 12 procedures for the acquisition of commercial products and commercial services, that contain the clause at FAR 52.245-1, Government Property.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.201,DFARS-SUBPART-245.2,DFARS-PART-245,245.201,Solicitation.,,KB 2/USA/DFARS.pdf
DFARS-SEC-245.201-70,DFARS-SUBPART-245.2,DFARS-PART-245,245.201-70,Security classification.,Follow the procedures at PGI 245.201-70 for security classification.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.302,DFARS-SUBPART-245.3,DFARS-PART-245,245.302,Contracts with foreign governments or international organizations.,"(1) General. (i) Approval. A contractor may use Government property on work for foreign governments and international organizations only when approved in writing by the contracting officer having cognizance of the property. The contracting officer may grant approval, provided— (A) The use will not interfere with foreseeable requirements of the United States; (B) The work is undertaken as a DoD foreign military sale; or (C) For a direct commercial sale, the foreign country or international organization would be authorized to contract with the department concerned under the Arms Export Control Act. (ii) Use charges. (A) The Use and Charges clause is applicable on direct commercial sales to foreign governments or international organizations. (B) When a particular foreign government or international organization has funded the acquisition of property, do not assess the foreign government or international organization rental charges or nonrecurring recoupments for the use of such property. (2) Special tooling and special test equipment. (i) DoD normally recovers a fair share of nonrecurring costs of special tooling and special test equipment by including these costs in its calculation of the nonrecurring cost recoupment charge when major defense equipment is sold by foreign military sales or direct commercial sales to foreign governments or international organizations. “Major defense equipment” is defined in DoD Directive 2140.2, Recoupment of Nonrecurring Costs on Sales of U.S. Items, as any item of significant military equipment on the United States Munitions List having a nonrecurring research, development, test, and evaluation cost of more than $50 million or a total production cost of more than $200 million. (ii) When the cost thresholds in paragraph (2)(i) of this section are not met, the contracting officer shall assess rental charges for use of special tooling and special test equipment pursuant to the Use and Charges clause if administratively practicable. (3) Waivers. (i) Rental charges for use of U.S. production and research property on commercial sales transactions to the Government of Canada are waived for all commercial contracts. This waiver is based on an understanding wherein the Government of Canada has agreed to waive its rental charges. (ii) Requests for waiver or reduction of charges for the use of Government property on work for foreign governments or international organizations shall be submitted to the contracting officer, who is authorized to approve the requests in consultation with the appropriate functional specialist.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.402,DFARS-SUBPART-245.4,DFARS-PART-245,245.402,Title to contractor-acquired property.,,KB 2/USA/DFARS.pdf
DFARS-SEC-245.402-70,DFARS-SUBPART-245.4,DFARS-PART-245,245.402-70,Policy.,Review the guidance at PGI 245.402-70 with regard to oversight and surveillance of contractor-acquired property.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.402-71,DFARS-SUBPART-245.4,DFARS-PART-245,245.402-71,Delivery of contractor-acquired property.,Follow the procedures at PGI 245.402-71 for the delivery of contractor-acquired property.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.570,DFARS-SUBPART-245.5,DFARS-PART-245,245.570,Storage at the Government's expense.,All storage contracts or agreements shall be separately priced and shall include all costs associated with the storage.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.602,DFARS-SUBPART-245.6,DFARS-PART-245,245.602,Reutilization of Government property.,,KB 2/USA/DFARS.pdf
DFARS-SEC-245.602-1,DFARS-SUBPART-245.6,DFARS-PART-245,245.602-1,Inventory disposal schedules.,"For termination inventory, plant clearance officers shall verify inventory schedules, either directly or through appropriate technical personnel, to determine the following: (a) Allocability. (1) Review contract requirements, delivery schedules, bills of material, and other pertinent documents to determine whether schedules include property that— (i) Is appropriate for use on the contract; or (ii) Exceeds the quantity required for completion of the contract, but could be diverted to other commercial work or Government use. (2) Review the contractor's— (i) Recent purchases of similar material; (ii) Plans for current and scheduled production; (iii) Stock record entries; and (iv) Bills of material for similar items. (b) Quantity. Take measures to provide assurance that available inventory is in accordance with quantities listed on the inventory schedules. Quantities may be verified by actual item count, acceptance of labeled quantities in unopened/sealed packages, scale counts, or other appropriate methods. (c) Condition. Ensure that the physical condition of the property is reasonably consistent with the Federal Condition Code supplied by the contractor.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.602-3,DFARS-SUBPART-245.6,DFARS-PART-245,245.602-3,Screening.,"Property will be screened DoD-wide, including the contracting agency, requiring agency, and, as appropriate, the General Services Administration. The requiring agency shall have priority for retention of listed items. All required screening must be completed before any sale of contractor inventory, including contractor inventory in overseas locations (foreign excess personal property) can take place. Upon request of the prospective reutilization, transfer, donation, or sales customer, the plant clearance officer shall arrange for inspection of property at the contractor's plant in such a manner as to avoid interruption of the contractor's operations, and consistent with any security requirements.",KB 2/USA/DFARS.pdf
DFARS-SEC-245.602-70,DFARS-SUBPART-245.6,DFARS-PART-245,245.602-70,Plant clearance procedures.,Follow the procedures at PGI 245.602-70 for establishing and processing a plant clearance case.,KB 2/USA/DFARS.pdf
DFARS-SEC-245.604,DFARS-SUBPART-245.6,DFARS-PART-245,245.604,Sale of surplus personal property.,,KB 2/USA/DFARS.pdf
