clause_id,article_id,clause_type,marker,text,source_line,source_document
Art66-IV,Art66,fraction,IV.,Facilitate transfers of personal data;,1158,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art66-V,Art66,fraction,V.,"Complement the provisions set forth in the applicable regulations regarding the protection of personal data, and",1159,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art66-VI,Art66,fraction,VI.,Demonstrate to the Secretariat or the guarantor authorities compliance with applicable regulations regarding the protection of personal data.,1162,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art67-I,Art67,fraction,I.,"Comply with the criteria and parameters issued for this purpose by the Secretariat or the corresponding Guarantor Authority according to its area of competence, and",1166,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art67-II,Art67,fraction,II.,"To be notified to the Secretariat or the Guarantee Authorities in accordance with the procedure established in the parameters indicated in the previous section, so that they may be evaluated and, where appropriate, validated or recognized and registered in the registry referred to in the last paragraph of this article.",1169,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art67-P2,Art67,paragraph,paragraph 2,"The Secretariat or the Guarantor Authorities, depending on their area of expertise, must issue the operating rules for the registries in which those validated or recognized best practice schemes will be registered. The Guarantor Authorities may register the best practice schemes they have recognized or validated in the registry administered by the Secretariat, in accordance with the rules established by the latter.",1185,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art68-P2,Art68,paragraph,paragraph 2,"The content of the personal data protection impact assessment shall be determined by the Secretariat or the Guaranteeing Authority, within its scope of competence.",1196,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art69-I,Art69,fraction,I.,There are risks inherent to the personal data to be processed;,1201,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art69-II,Art69,fraction,II.,"Sensitive personal data is processed, and",1203,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art69-III,Art69,fraction,III.,Transfers of personal data are made or are intended to be made.,1204,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art70-I,Art70,fraction,I.,The number of holders;,1211,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art70-II,Art70,fraction,II.,The target audience;,1213,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art70-III,Art70,fraction,III.,"The development of the technology used, and",1214,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art70-IV,Art70,fraction,IV.,"The relevance of the processing of personal data in light of its social or economic impact, or the public interest pursued.",1215,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art72-P2,Art72,paragraph,paragraph 2,The deadline for issuing the recommendations referred to in the previous paragraph will be within thirty days from the day following the submission of the personal data protection impact assessment.,1228,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art74-P2,Art74,paragraph,paragraph 2,Authorities that access and store personal data collected by individuals in compliance with the corresponding legal provisions must comply with the provisions set forth in this Chapter.,1262,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art75-P2,Art75,paragraph,paragraph 2,"Private communications are inviolable. Only the federal judicial authority, at the request of the federal authority authorized by law or the head of the Public Prosecutor's Office of the corresponding federal entity, may authorize the intervention of any private communication.",1269,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art77-P2,Art77,paragraph,paragraph 2,The Transparency Committee will be the highest authority on personal data protection.,1285,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-I,Art78,fraction,I.,"Coordinate, supervise and carry out the necessary actions to guarantee the right to the protection of personal data in the organization of the controller, in accordance with the provisions of this document. Law and other applicable provisions on the matter;",1288,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-II,Art78,fraction,II.,"Establish, where appropriate, internal procedures to ensure the greatest efficiency in the management of requests for the exercise of ARCO rights;",1292,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-III,Art78,fraction,III.,"Confirm, modify or revoke decisions declaring the nonexistence of personal data, or denying the exercise of any of the ARCO rights for any reason;",1294,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-IV,Art78,fraction,IV.,Establish and supervise the application of specific criteria that are necessary for better compliance with this Law and other applicable provisions on the matter;,1296,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-V,Art78,fraction,V.,"Supervise, in coordination with the competent areas or administrative units, compliance with the measures, controls and actions provided for in the security document;",1298,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-VI,Art78,fraction,VI.,"Follow up and comply with the resolutions issued by the Secretariat or the Guarantor Authorities, as appropriate;",1300,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-VII,Art78,fraction,VII.,"Establish training and updating programs for public servants in matters of personal data protection, and",1304,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78-VIII,Art78,fraction,VIII.,"To notify the internal supervisory body or equivalent body in cases where it becomes aware, in the exercise of its powers, of a suspected irregularity regarding certain personal data processing, particularly in cases involving a declaration of non-existence made by those responsible.",1308,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-I,Art79,fraction,I.,Assist and guide the data subject who requires it in relation to the exercise of the right to the protection of personal data;,1331,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-II,Art79,fraction,II.,Manage requests for the exercise of ARCO rights;,1334,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-III,Art79,fraction,III.,Establish mechanisms to ensure that personal data is only delivered to the data subject or his or her duly accredited representative;,1337,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-IV,Art79,fraction,IV.,"Inform the data subject or his/her representative of the amount of costs to be covered for the reproduction and transmission of personal data, based on the provisions of the applicable legal provisions;",1339,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-V,Art79,fraction,V.,Propose to the Transparency Committee internal procedures that ensure and strengthen greater efficiency in the management of requests for the exercise of ARCO rights;,1341,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-VI,Art79,fraction,VI.,"Apply quality assessment instruments to the management of requests for the exercise of ARCO rights, and",1343,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-VII,Art79,fraction,VII.,Advise the areas assigned to the controller on matters of personal data protection.,1347,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-P2,Art79,paragraph,paragraph 2,"Data controllers who, in the exercise of their substantive functions, carry out significant or intensive processing of personal data may appoint a personal data protection officer specialized in the subject matter. The officer will carry out the duties mentioned in this article and will be part of the Transparency Unit.",1350,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art79-P3,Art79,paragraph,paragraph 3,"Obligated entities will promote agreements with specialized public institutions that could assist them in receiving, processing, and delivering responses to information requests more efficiently, in the indigenous language, Braille, or any other accessible format.",1353,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-I,Art81,fraction,I.,Guarantee the exercise of the right to protection of personal data held by obliged subjects;,1365,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-II,Art81,fraction,II.,Interpret this Law in the administrative sphere;,1370,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-III,Art81,fraction,III.,"To hear and resolve appeals for review filed by the holders, in accordance with the provisions of this Law and other applicable provisions on the matter;",1371,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-IV,Art81,fraction,IV.,"To hear and resolve, ex officio or at the reasoned request of the guarantor authorities, the appeals for review that merit it due to their interest and significance, in terms of the provisions of this document. Law and other provisions that are applicable in the matter;",1373,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-V,Art81,fraction,V.,"Know, substantiate and resolve verification procedures;",1376,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-VI,Art81,fraction,VI.,Establish and execute the enforcement measures provided for in terms of the provisions of this document. Law and other provisions that are applicable in the matter;,1377,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-VII,Art81,fraction,VII.,"Report to the competent authorities any alleged violations of this Law and, where appropriate, provide any evidence available;",1379,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-VIII,Art81,fraction,VIII.,"Coordinate with the competent authorities so that requests for the exercise of rights ARCO and the appeals for review that are submitted in an indigenous language, shall be addressed in the same language;",1395,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-IX,Art81,fraction,IX.,"Guarantee, within the scope of their respective competence, accessibility conditions so that data subjects belonging to priority attention groups can exercise, under equal circumstances, their right to the protection of personal data;",1398,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-X,Art81,fraction,X.,Prepare and publish studies and research to disseminate and expand knowledge on the subject matter of this Law;,1402,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XI,Art81,fraction,XI.,Provide technical support to those responsible for compliance with the obligations established in this Law;,1405,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XII,Art81,fraction,XII.,"Disseminate and issue recommendations, standards and best practices in the matters regulated by this Law;",1408,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XIII,Art81,fraction,XIII.,Monitor and verify compliance with the provisions contained in this Law;,1411,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XIV,Art81,fraction,XIV.,Manage the registry of best practice schemes referred to in this Law and issue their operating rules;,1412,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XV,Art81,fraction,XV.,"Issue, where appropriate, non-binding recommendations corresponding to the personal data protection impact assessment submitted to it;",1415,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XVI,Art81,fraction,XVI.,Issue general provisions for the development of the verification procedure;,1417,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XVII,Art81,fraction,XVII.,"Carry out the corresponding assessments of the best practice schemes that are notified to them, in order to decide on the appropriateness of their recognition or validation and registration in the registry of best practice schemes, as well as promote their adoption;",1418,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XVIII,Art81,fraction,XVIII.,"Issue, within the scope of its jurisdiction, general administrative provisions for the due compliance with the principles, duties and obligations established by this Law, as well as for the exercise of the rights of the holders;",1421,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XIX,Art81,fraction,XIX.,"Enter into agreements with data controllers to develop programs aimed at standardizing personal data processing in specific sectors, enhancing personal data protection, and making any improvements to relevant practices;",1425,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XX,Art81,fraction,XX.,"Define and develop the certification system for personal data protection, in accordance with the parameters set forth in this Law;",1429,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXI,Art81,fraction,XXI.,"Carry out actions and activities that promote knowledge of the right to the protection of personal data, as well as its prerogatives;",1431,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXII,Art81,fraction,XXII.,Design and apply indicators and criteria to evaluate the performance of those responsible with respect to compliance with this Law and other provisions applicable to the matter;,1433,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXIII,Art81,fraction,XXIII.,Promote training and updating in personal data protection among data controllers;,1435,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXIV,Art81,fraction,XXIV.,Issue general guidelines for the proper treatment of personal data;,1438,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXV,Art81,fraction,XXV.,Issue guidelines to standardize the exercise of ARCO rights;,1439,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXVI,Art81,fraction,XXVI.,Issue general interpretation criteria to guarantee the right to the protection of personal data;,1440,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXVII,Art81,fraction,XXVII.,"Cooperate with other supervisory authorities and national and international bodies in order to assist in matters of personal data protection, in accordance with the provisions set forth in this Law and other applicable legal provisions;",1445,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXVIII,Art81,fraction,XXVIII.,Promote and encourage the exercise and protection of the right to the protection of personal data through the implementation and administration of the National Platform;,1449,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXIX,Art81,fraction,XXIX.,Cooperate with other national or international authorities to combat conduct related to the improper processing of personal data;,1464,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXX,Art81,fraction,XXX.,"Design, monitor and, where appropriate, operate the system of good practices in the area of personal data protection, as well as the certification system in this area, through general provisions issued for such purposes;",1466,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXXI,Art81,fraction,XXXI.,"Enter into agreements with the guarantor and responsible Authorities that contribute to the fulfillment of the objectives set forth in this Law and other applicable provisions on the matter, and",1471,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81-XXXII,Art81,fraction,XXXII.,Any other powers conferred by this Law and other applicable regulations.,1473,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-I,Art83,fraction,I.,"To hear, substantiate and resolve, within the scope of their respective powers, appeals for review filed by the holders, in accordance with the provisions of this Law and other applicable legal provisions;",1486,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-II,Art83,fraction,II.,"Submit a reasoned petition to the Secretariat to hear appeals for review that merit it due to their interest and significance, in accordance with the provisions of this Law and other applicable legal provisions;",1491,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-III,Art83,fraction,III.,Impose enforcement measures to ensure compliance with its resolutions;,1495,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-IV,Art83,fraction,IV.,Promote and disseminate the exercise of the right to the protection of personal data;,1496,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-V,Art83,fraction,V.,"Coordinate with the competent authorities so that requests for the exercise of rights ARCO and the review resources that are presented in indigenous languages, are attended to in the same language;",1497,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-VI,Art83,fraction,VI.,"Guarantee, within the scope of their respective powers, accessibility conditions so that data subjects belonging to priority care groups can exercise, under equal circumstances, their right to the protection of personal data;",1500,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-VII,Art83,fraction,VII.,Prepare and publish studies and research to disseminate and expand knowledge on the subject matter of this Law;,1504,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-VIII,Art83,fraction,VIII.,To inform the competent authorities of the probable liability arising from non-compliance with the obligations provided for in this Law and in other legal provisions applicable in this matter;,1506,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-IX,Art83,fraction,IX.,Sign collaboration agreements with the Secretariat to achieve the objectives set forth in this Law and other applicable legal provisions;,1510,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-X,Art83,fraction,X.,"Monitor, within the scope of their respective powers, compliance with this Law and other applicable legal provisions;",1512,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-XI,Art83,fraction,XI.,"Carry out actions and activities that promote knowledge of the right to the protection of personal data, as well as its prerogatives;",1515,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-XII,Art83,fraction,XII.,Apply indicators and criteria to evaluate the performance of those responsible for compliance with this Law and other applicable legal provisions;,1533,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-XIII,Art83,fraction,XIII.,Promote training and updating in personal data protection among data controllers;,1535,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-XIV,Art83,fraction,XIV.,"Request the cooperation of the Secretariat in the terms of article 81, section XXVII of this document Law, and",1541,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83-XV,Art83,fraction,XV.,"Issue, where appropriate, non-binding recommendations corresponding to the personal data protection impact assessment submitted to it.",1544,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art85-I,Art85,fraction,I.,"Promote the inclusion of content on the right to personal data protection, as well as a culture of its exercise and respect, in the programs and curricula, books, and materials used in educational institutions at all levels and modalities in the State;",1560,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art85-II,Art85,fraction,II.,"Promote, together with higher education institutions, the integration of research, dissemination and teaching centers on the right to the protection of personal data that promote knowledge on this topic and assist the Secretariat and the Guarantor Authorities in their substantive tasks, and",1567,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art85-III,Art85,fraction,III.,"Promote the creation of spaces for social and citizen participation that encourage the exchange of ideas between society, citizen representative bodies, and decision-makers.",1573,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art86-I,Art86,fraction,I.,"In writing at the address of the Secretariat or the Guarantor Authorities, as appropriate, or at the authorized offices established for this purpose;",1589,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art86-II,Art86,fraction,II.,By registered mail with return receipt requested;,1593,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art86-III,Art86,fraction,III.,"By formats issued for this purpose by the Secretariat or the guarantor Authorities, as appropriate;",1595,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art86-IV,Art86,fraction,IV.,"By electronic means authorized for such purpose, or",1597,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art86-V,Art86,fraction,V.,"Any other means established for this purpose by the Secretariat or the Guarantor Authorities, as appropriate.",1599,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art86-P2,Art86,paragraph,paragraph 2,"It will be presumed that the owner accepts that notifications be made to him/her through the same channel as submitted his/her written document, unless he/she proves that he/she has indicated a different one to receive notifications.",1616,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art87-I,Art87,fraction,I.,Official identification;,1620,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art87-II,Art87,fraction,II.,"Advanced electronic signature or the electronic instrument that replaces it, or",1623,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art87-III,Art87,fraction,III.,"Authentication mechanisms authorized by the Secretariat or the Guarantor Authorities, as appropriate, through an agreement published in the Official Gazette of the Federation or in the official gazettes of the Federal Entities.",1624,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art87-P2,Art87,paragraph,paragraph 2,The use of an advanced electronic signature or any electronic instrument that replaces it will exempt you from submitting a copy of your identification document.,1628,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art88-I,Art88,fraction,I.,"If it is a natural person, through a simple power of attorney signed before two witnesses attaching a copy of the subscribers' identifications, or public instrument, or declaration in personal appearance of the holder and the representative before the Secretariat or the Guarantor Authorities, and",1633,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art88-II,Art88,fraction,II.,"If it is a legal entity, by public instrument.",1639,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-P2,Art90,paragraph,paragraph 2,Notifications may be made:,1648,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-I,Art90,fraction,I.,Personally in the following cases:,1649,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-I-a,Art90,letter,a),It is the first notification;,1652,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-I-b,Art90,letter,b),It is a request for an act from the party that must comply with it;,1654,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-I-c,Art90,letter,c),It is a request for reports or documents;,1656,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-I-d,Art90,letter,d),"It is the resolution that puts an end to the procedure in question, and",1658,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-I-e,Art90,letter,e),In other cases provided by law;,1660,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-II,Art90,fraction,II.,"By certified mail with acknowledgment of receipt or digital means or systems authorized by the Secretariat or the Guarantor Authorities, as appropriate, by agreement published in the Official Gazette of the Federation or official newspapers or gazettes of the Federative Entities, when it concerns requirements, summons, requests for reports or documents and resolutions that may be challenged;",1661,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-III,Art90,fraction,III.,"By ordinary postal mail or by ordinary email when it concerns acts other than those indicated in the previous sections, or",1667,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90-IV,Art90,fraction,IV.,"By court, when the person to be notified cannot be reached at their address, or when their address or that of their representative is unknown.",1669,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art91-P2,Art91,paragraph,paragraph 2,"Once the deadlines set for the parties have expired, any rights that should have been exercised within them shall be deemed lost, without the need for a notice of default by the Secretariat.",1675,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-I,Art94,fraction,I.,The public documentary;,1702,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-II,Art94,fraction,II.,The private documentary;,1704,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-III,Art94,fraction,III.,The inspection;,1705,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-IV,Art94,fraction,IV.,The expert opinion;,1706,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-V,Art94,fraction,V.,The testimonial;,1708,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-VI,Art94,fraction,VI.,"The confessional, except in the case of authorities;",1709,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-VII,Art94,fraction,VII.,"Photographic images, electronic pages, writings and other elements contributed by science and technology, and",1710,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94-VIII,Art94,fraction,VIII.,The legal and human presumption.,1714,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
