article_id,number,chapter_id,title_id,chapeau,full_text,source_line,source_document
Art79,79,T7-C12,T7,"Each responsible party shall have a Transparency Unit that shall be integrated and operate in accordance with the provisions of the General Law on Transparency and Access to Public Information, which shall also have the following functions:","Each responsible party shall have a Transparency Unit that shall be integrated and operate in accordance with the provisions of the General Law on Transparency and Access to Public Information, which shall also have the following functions: I. Assist and guide the data subject who requires it in relation to the exercise of the right to the protection of personal data; II. Manage requests for the exercise of ARCO rights; III. Establish mechanisms to ensure that personal data is only delivered to the data subject or his or her duly accredited representative; IV. Inform the data subject or his/her representative of the amount of costs to be covered for the reproduction and transmission of personal data, based on the provisions of the applicable legal provisions; V. Propose to the Transparency Committee internal procedures that ensure and strengthen greater efficiency in the management of requests for the exercise of ARCO rights; VI. Apply quality assessment instruments to the management of requests for the exercise of ARCO rights, and VII. Advise the areas assigned to the controller on matters of personal data protection. Data controllers who, in the exercise of their substantive functions, carry out significant or intensive processing of personal data may appoint a personal data protection officer specialized in the subject matter. The officer will carry out the duties mentioned in this article and will be part of the Transparency Unit. Obligated entities will promote agreements with specialized public institutions that could assist them in receiving, processing, and delivering responses to information requests more efficiently, in the indigenous language, Braille, or any other accessible format.",1328,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art80,80,T7-C12,T7,"The person responsible shall ensure that persons with any type of disability or care groups priority, may exercise, under equal circumstances, their right to the protection of personal data.","The person responsible shall ensure that persons with any type of disability or care groups priority, may exercise, under equal circumstances, their right to the protection of personal data.",1356,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art81,81,T8-C13,T8,The Secretariat shall have the following powers:,"The Secretariat shall have the following powers: I. Guarantee the exercise of the right to protection of personal data held by obliged subjects; II. Interpret this Law in the administrative sphere; III. To hear and resolve appeals for review filed by the holders, in accordance with the provisions of this Law and other applicable provisions on the matter; IV. To hear and resolve, ex officio or at the reasoned request of the guarantor authorities, the appeals for review that merit it due to their interest and significance, in terms of the provisions of this document. Law and other provisions that are applicable in the matter; V. Know, substantiate and resolve verification procedures; VI. Establish and execute the enforcement measures provided for in terms of the provisions of this document. Law and other provisions that are applicable in the matter; VII. Report to the competent authorities any alleged violations of this Law and, where appropriate, provide any evidence available; VIII. Coordinate with the competent authorities so that requests for the exercise of rights ARCO and the appeals for review that are submitted in an indigenous language, shall be addressed in the same language; IX. Guarantee, within the scope of their respective competence, accessibility conditions so that data subjects belonging to priority attention groups can exercise, under equal circumstances, their right to the protection of personal data; X. Prepare and publish studies and research to disseminate and expand knowledge on the subject matter of this Law; XI. Provide technical support to those responsible for compliance with the obligations established in this Law; XII. Disseminate and issue recommendations, standards and best practices in the matters regulated by this Law; XIII. Monitor and verify compliance with the provisions contained in this Law; XIV. Manage the registry of best practice schemes referred to in this Law and issue their operating rules; XV. Issue, where appropriate, non-binding recommendations corresponding to the personal data protection impact assessment submitted to it; XVI. Issue general provisions for the development of the verification procedure; XVII. Carry out the corresponding assessments of the best practice schemes that are notified to them, in order to decide on the appropriateness of their recognition or validation and registration in the registry of best practice schemes, as well as promote their adoption; XVIII. Issue, within the scope of its jurisdiction, general administrative provisions for the due compliance with the principles, duties and obligations established by this Law, as well as for the exercise of the rights of the holders; XIX. Enter into agreements with data controllers to develop programs aimed at standardizing personal data processing in specific sectors, enhancing personal data protection, and making any improvements to relevant practices; XX. Define and develop the certification system for personal data protection, in accordance with the parameters set forth in this Law; XXI. Carry out actions and activities that promote knowledge of the right to the protection of personal data, as well as its prerogatives; XXII. Design and apply indicators and criteria to evaluate the performance of those responsible with respect to compliance with this Law and other provisions applicable to the matter; XXIII. Promote training and updating in personal data protection among data controllers; XXIV. Issue general guidelines for the proper treatment of personal data; XXV. Issue guidelines to standardize the exercise of ARCO rights; XXVI. Issue general interpretation criteria to guarantee the right to the protection of personal data; XXVII. Cooperate with other supervisory authorities and national and international bodies in order to assist in matters of personal data protection, in accordance with the provisions set forth in this Law and other applicable legal provisions; XXVIII. Promote and encourage the exercise and protection of the right to the protection of personal data through the implementation and administration of the National Platform; XXIX. Cooperate with other national or international authorities to combat conduct related to the improper processing of personal data; XXX. Design, monitor and, where appropriate, operate the system of good practices in the area of personal data protection, as well as the certification system in this area, through general provisions issued for such purposes; XXXI. Enter into agreements with the guarantor and responsible Authorities that contribute to the fulfillment of the objectives set forth in this Law and other applicable provisions on the matter, and XXXII. Any other powers conferred by this Law and other applicable regulations.",1364,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art82,82,T8-C14,T8,"The provisions of the General Law on Transparency and Access to Public Information and other applicable legal provisions shall apply to the integration, appointment procedure and operation of the Guarantor Authorities.","The provisions of the General Law on Transparency and Access to Public Information and other applicable legal provisions shall apply to the integration, appointment procedure and operation of the Guarantor Authorities.",1477,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art83,83,T8-C14,T8,"For the purposes of this Law and without prejudice to other powers conferred upon them in accordance with the legal provisions applicable to them, the Guarantor Authorities shall have the following powers:","For the purposes of this Law and without prejudice to other powers conferred upon them in accordance with the legal provisions applicable to them, the Guarantor Authorities shall have the following powers: I. To hear, substantiate and resolve, within the scope of their respective powers, appeals for review filed by the holders, in accordance with the provisions of this Law and other applicable legal provisions; II. Submit a reasoned petition to the Secretariat to hear appeals for review that merit it due to their interest and significance, in accordance with the provisions of this Law and other applicable legal provisions; III. Impose enforcement measures to ensure compliance with its resolutions; IV. Promote and disseminate the exercise of the right to the protection of personal data; V. Coordinate with the competent authorities so that requests for the exercise of rights ARCO and the review resources that are presented in indigenous languages, are attended to in the same language; VI. Guarantee, within the scope of their respective powers, accessibility conditions so that data subjects belonging to priority care groups can exercise, under equal circumstances, their right to the protection of personal data; VII. Prepare and publish studies and research to disseminate and expand knowledge on the subject matter of this Law; VIII. To inform the competent authorities of the probable liability arising from non-compliance with the obligations provided for in this Law and in other legal provisions applicable in this matter; IX. Sign collaboration agreements with the Secretariat to achieve the objectives set forth in this Law and other applicable legal provisions; X. Monitor, within the scope of their respective powers, compliance with this Law and other applicable legal provisions; XI. Carry out actions and activities that promote knowledge of the right to the protection of personal data, as well as its prerogatives; XII. Apply indicators and criteria to evaluate the performance of those responsible for compliance with this Law and other applicable legal provisions; XIII. Promote training and updating in personal data protection among data controllers; XIV. Request the cooperation of the Secretariat in the terms of article 81, section XXVII of this document Law, and XV. Issue, where appropriate, non-binding recommendations corresponding to the personal data protection impact assessment submitted to it.",1481,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art84,84,T8-C15,T8,"Those responsible shall collaborate with the Secretariat and the Guarantor Authorities, as appropriate, to continuously train and update all public servants assigned to them in matters of personal data protection, through the provision of courses, seminars, workshops, and any other form of teaching and training deemed relevant.","Those responsible shall collaborate with the Secretariat and the Guarantor Authorities, as appropriate, to continuously train and update all public servants assigned to them in matters of personal data protection, through the provision of courses, seminars, workshops, and any other form of teaching and training deemed relevant.",1552,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art85,85,T8-C15,T8,"The Secretariat and the Guarantor Authorities, within the scope of their respective powers, shall:","The Secretariat and the Guarantor Authorities, within the scope of their respective powers, shall: I. Promote the inclusion of content on the right to personal data protection, as well as a culture of its exercise and respect, in the programs and curricula, books, and materials used in educational institutions at all levels and modalities in the State; II. Promote, together with higher education institutions, the integration of research, dissemination and teaching centers on the right to the protection of personal data that promote knowledge on this topic and assist the Secretariat and the Guarantor Authorities in their substantive tasks, and III. Promote the creation of spaces for social and citizen participation that encourage the exchange of ideas between society, citizen representative bodies, and decision-makers.",1558,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art86,86,T9-C16,T9,"The holder or his/her representative may file an appeal for review before the Secretariat or the Guarantor Authorities, as appropriate, or before the Transparency Unit that has heard the request for the exercise of ARCO rights within a period that may not exceed fifteen days from the notification of the response, through the following means:","The holder or his/her representative may file an appeal for review before the Secretariat or the Guarantor Authorities, as appropriate, or before the Transparency Unit that has heard the request for the exercise of ARCO rights within a period that may not exceed fifteen days from the notification of the response, through the following means: I. In writing at the address of the Secretariat or the Guarantor Authorities, as appropriate, or at the authorized offices established for this purpose; II. By registered mail with return receipt requested; III. By formats issued for this purpose by the Secretariat or the guarantor Authorities, as appropriate; IV. By electronic means authorized for such purpose, or V. Any other means established for this purpose by the Secretariat or the Guarantor Authorities, as appropriate. It will be presumed that the owner accepts that notifications be made to him/her through the same channel as submitted his/her written document, unless he/she proves that he/she has indicated a different one to receive notifications.",1584,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art87,87,T9-C16,T9,The holder may prove his or her identity through any of the following means:,"The holder may prove his or her identity through any of the following means: I. Official identification; II. Advanced electronic signature or the electronic instrument that replaces it, or III. Authentication mechanisms authorized by the Secretariat or the Guarantor Authorities, as appropriate, through an agreement published in the Official Gazette of the Federation or in the official gazettes of the Federal Entities. The use of an advanced electronic signature or any electronic instrument that replaces it will exempt you from submitting a copy of your identification document.",1619,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art88,88,T9-C16,T9,"When the owner acts through a representative, the latter must prove his personality in the following terms:","When the owner acts through a representative, the latter must prove his personality in the following terms: I. If it is a natural person, through a simple power of attorney signed before two witnesses attaching a copy of the subscribers' identifications, or public instrument, or declaration in personal appearance of the holder and the representative before the Secretariat or the Guarantor Authorities, and II. If it is a legal entity, by public instrument.",1631,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art89,89,T9-C16,T9,"The filing of the appeal for review related to personal data of deceased persons, It may be carried out by a person who proves to have a legal or legitimate interest.","The filing of the appeal for review related to personal data of deceased persons, It may be carried out by a person who proves to have a legal or legitimate interest.",1642,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art90,90,T9-C16,T9,"In the substantiation of the appeals for review, the notifications issued by the Secretariat and the Guarantor authorities, as appropriate, will take effect on the same day they are carried out.","In the substantiation of the appeals for review, the notifications issued by the Secretariat and the Guarantor authorities, as appropriate, will take effect on the same day they are carried out. Notifications may be made: I. Personally in the following cases: a) It is the first notification; b) It is a request for an act from the party that must comply with it; c) It is a request for reports or documents; d) It is the resolution that puts an end to the procedure in question, and e) In other cases provided by law; II. By certified mail with acknowledgment of receipt or digital means or systems authorized by the Secretariat or the Guarantor Authorities, as appropriate, by agreement published in the Official Gazette of the Federation or official newspapers or gazettes of the Federative Entities, when it concerns requirements, summons, requests for reports or documents and resolutions that may be challenged; III. By ordinary postal mail or by ordinary email when it concerns acts other than those indicated in the previous sections, or IV. By court, when the person to be notified cannot be reached at their address, or when their address or that of their representative is unknown.",1645,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art91,91,T9-C16,T9,The calculation of the periods indicated in this Title shall begin to run from the day following the date on which the corresponding notification took effect.,"The calculation of the periods indicated in this Title shall begin to run from the day following the date on which the corresponding notification took effect. Once the deadlines set for the parties have expired, any rights that should have been exercised within them shall be deemed lost, without the need for a notice of default by the Secretariat.",1673,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art92,92,T9-C16,T9,"The owner, the person in charge or any authority must respond to the requirements of information within the timeframes and terms that the Secretariat and the Guarantor Authorities, as appropriate, establish.","The owner, the person in charge or any authority must respond to the requirements of information within the timeframes and terms that the Secretariat and the Guarantor Authorities, as appropriate, establish.",1692,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art93,93,T9-C16,T9,"When the owner, the person responsible or any authority refuses to attend to or comply with the requirements, requests for information and documentation, summons, subpoenas or proceedings notified by the Secretariat and the Guarantor Authorities, as appropriate, or to facilitate the performance of the proceedings that have been ordered, or hinders their actions, as appropriate, they will be deemed to have lost their right to assert it at any other time during the procedure and the Secretariat and the Guarantor Authorities, as appropriate, will consider the facts of the procedure to be true and will resolve with the elements available to them.","When the owner, the person responsible or any authority refuses to attend to or comply with the requirements, requests for information and documentation, summons, subpoenas or proceedings notified by the Secretariat and the Guarantor Authorities, as appropriate, or to facilitate the performance of the proceedings that have been ordered, or hinders their actions, as appropriate, they will be deemed to have lost their right to assert it at any other time during the procedure and the Secretariat and the Guarantor Authorities, as appropriate, will consider the facts of the procedure to be true and will resolve with the elements available to them.",1694,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art94,94,T9-C16,T9,"In the substantiation of appeals for review, the parties may offer the following evidence:","In the substantiation of appeals for review, the parties may offer the following evidence: I. The public documentary; II. The private documentary; III. The inspection; IV. The expert opinion; V. The testimonial; VI. The confessional, except in the case of authorities; VII. Photographic images, electronic pages, writings and other elements contributed by science and technology, and VIII. The legal and human presumption. The Secretariat and the Guarantor Authorities, as appropriate, may obtain any evidence they deem necessary, with no limitations other than those established in the applicable legislation.",1701,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art95,95,T9-C16,T9,"Once the period provided for in Article 45 of this Law for responding to a request for the exercise of ARCO rights has elapsed without the request having been issued, the holder or, where applicable, his or her representative may file an appeal for review within fifteen days following the expiration of the period for responding.","Once the period provided for in Article 45 of this Law for responding to a request for the exercise of ARCO rights has elapsed without the request having been issued, the holder or, where applicable, his or her representative may file an appeal for review within fifteen days following the expiration of the period for responding.",1718,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96,96,T9-C16,T9,The appeal for review shall be admissible in the following cases:,"The appeal for review shall be admissible in the following cases: I. Personal data is classified as confidential without meeting the characteristics indicated in the applicable legal provisions; II. Declare the nonexistence of the personal data; III. The person responsible is declared incompetent; IV. Incomplete personal data is provided; V. Personal data is provided that does not correspond to what was requested; VI. Access, rectification, cancellation or opposition of personal data is denied; VII. Failure to respond to a request for the exercise of ARCO rights within the time limits established in this Law and other applicable provisions on the matter; VIII. Personal data is delivered or made available in a manner or format other than that requested, or in an incomprehensible format; IX. The data subject is dissatisfied with the costs of reproduction, shipping or delivery times of the personal data; X. The exercise of ARCO rights is hindered, despite having been notified of their origin; XI. A request for the exercise of ARCO rights is not processed, and XII. In other cases provided for by applicable legislation.",1723,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97,97,T9-C16,T9,The only requirements that must be met in the written appeal for review will be the following:,"The only requirements that must be met in the written appeal for review will be the following: I. The responsible area to whom the request for the exercise of ARCO rights was submitted; II. The name of the person appealing or his/her representative and, where applicable, the third party concerned, as well as the address or means indicated for receiving notifications; III. The date on which the response was notified to the owner, or, in the absence of a response, the date on which the request for the exercise of ARCO rights was submitted; IV. The act being appealed and the points being requested, as well as the reasons or motives for disagreement; V. If applicable, a copy of the contested response and the corresponding notification, and VI. Documents proving the identity of the holder and, where applicable, the personality and identity of his or her representative. The appeal for review may be accompanied by evidence and other elements that the holder considers appropriate to submit to the judgment of the Secretariat or, where appropriate, the Guarantor Authorities. In no case will it be necessary for the holder to ratify the appeal for review filed.",1747,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art98,98,T9-C16,T9,"Once the appeal for review has been admitted, the Secretariat or, where appropriate, the Guarantor Authorities They may seek conciliation between the owner and the person responsible.","Once the appeal for review has been admitted, the Secretariat or, where appropriate, the Guarantor Authorities They may seek conciliation between the owner and the person responsible. If an agreement is reached, it will be recorded in writing and will be binding. The appeal for review will be dismissed, and the Secretariat or, where appropriate, the Guarantor Authorities must verify compliance with the respective agreement.",1774,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art99,99,T9-C16,T9,"Once the appeal for review has been admitted and without prejudice to the provisions of Article 59 of this Law, the Secretariat or the Guaranteeing Authority shall promote conciliation between the parties, in accordance with the following procedure:","Once the appeal for review has been admitted and without prejudice to the provisions of Article 59 of this Law, the Secretariat or the Guaranteeing Authority shall promote conciliation between the parties, in accordance with the following procedure: I. The parties shall be required to express, by any means, their willingness to reach an agreement within a period of no more than seven days from the date of notification of said agreement. This agreement shall contain a summary of the appeal and the response of the responsible party, if any, indicating the common elements and points of controversy. The conciliation may be held in person, remotely, electronically, or by any other means determined, as appropriate. In any case, the conciliation must be documented by any means that allows its existence to be proven. The conciliation stage is exempt when the holder is a minor and any of the rights contemplated in the General Law on the Rights of Girls, Boys and Children has been violated. Adolescents and other applicable legal provisions, unless they have duly accredited legal representation; II. Once the expression of the will to reconcile has been received from both parties, the Secretariat or the Guaranteeing Authority, as appropriate, will indicate the place or means, day and time for the holding of a conciliation hearing in which an attempt will be made to reconcile the interests between the owner and the responsible party. This hearing must be held within ten days of receiving the aforementioned expression. The Secretariat or the Guarantor Authority, in its capacity as conciliator, may, at any time during the conciliation stage, require the parties to submit, within a maximum period of five days, any evidence it deems necessary for the conciliation. The conciliator may suspend the hearing for one occasion when she deems appropriate, or at the request of both parties. If the hearing is suspended, the conciliator will set a date and time for its resumption within the following five days. Minutes shall be kept of every conciliation hearing, recording the outcome. If the responsible party or the person in charge, or their respective representatives, do not sign the minutes, this will not affect their validity, and such refusal must be recorded. III. If either party fails to attend the conciliation hearing and justifies their absence within three days, they will be summoned to a second conciliation hearing within five days. In case If either party does not attend the latter, the appeal for review will continue. If either party fails to attend the conciliation hearing without justification, the procedure will continue; IV. If there is no agreement at the conciliation hearing, the appeal for review will continue; V. If an agreement is reached, it will be recorded in writing and will be binding. The appeal for review will be dismissed, and the Secretariat or, where appropriate, the Guarantor Authorities must verify compliance with the respective agreement. VI. Compliance with the agreement will conclude the review appeal; otherwise, the Secretariat or the Guaranteeing Authority will resume the procedure.",1780,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art100,100,T9-C16,T9,"The Secretariat or the Guarantor Authorities shall resolve the appeal for review within a period of no more than may exceed forty days, which may be extended up to twenty days only once.","The Secretariat or the Guarantor Authorities shall resolve the appeal for review within a period of no more than may exceed forty days, which may be extended up to twenty days only once. The period referred to in the preceding paragraph shall be suspended during the period of compliance with the conciliation agreement.",1843,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art101,101,T9-C16,T9,"During the procedure referred to in this Chapter, the Secretariat or the Guarantor Authorities, as appropriate, must apply the substitution of the complaint in favor of the person holding the claim, provided that it does not alter the original content of the appeal for review, nor modify the facts or requests set forth therein, as well as guarantee that the parties can present the arguments and evidence that support and motivate their claims.","During the procedure referred to in this Chapter, the Secretariat or the Guarantor Authorities, as appropriate, must apply the substitution of the complaint in favor of the person holding the claim, provided that it does not alter the original content of the appeal for review, nor modify the facts or requests set forth therein, as well as guarantee that the parties can present the arguments and evidence that support and motivate their claims.",1850,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art102,102,T9-C16,T9,"If in the written submission of the appeal for review the holder does not comply with any of the requirements provided for in article 97 of this Law and the Secretariat and the Guarantor Authorities, as appropriate, do not have the elements to correct them, the latter must request from the holder, on one occasion only, the information that corrects the omissions within a period that may not exceed five days, counted from the day following the submission of the written submission.","If in the written submission of the appeal for review the holder does not comply with any of the requirements provided for in article 97 of this Law and the Secretariat and the Guarantor Authorities, as appropriate, do not have the elements to correct them, the latter must request from the holder, on one occasion only, the information that corrects the omissions within a period that may not exceed five days, counted from the day following the submission of the written submission. The holder will have a period not to exceed five days, starting from the day following notification of the warning, to correct the omissions, with the warning that, if the requirement is not complied with, the appeal for review will be dismissed. The prevention will have the effect of interrupting the period of time that the Secretariat and the Guarantor Authorities have to resolve the appeal, so it will begin to be computed from the day after its resolution.",1856,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103,103,T9-C16,T9,"The resolutions of the Secretariat or, where appropriate, of the Guarantor Authorities may:","The resolutions of the Secretariat or, where appropriate, of the Guarantor Authorities may: I. Dismiss or dismiss the appeal for review as inadmissible; II. Confirm the response of the person in charge; III. Revoke or modify the response of the controller, or IV. Order the delivery of personal data, in case of omission by the controller. The resolutions shall establish, where applicable, the deadlines and timeframes for compliance and the procedures to ensure their execution. Those responsible must inform the Secretariat or, where appropriate, the Guarantee Authorities of compliance with their resolutions. In the absence of a resolution by the Secretariat, or where appropriate, by the guarantor Authorities, it will be understood the response of the person in charge has been confirmed. When the Secretariat or, where appropriate, the Guarantor Authorities determine during the substantiation of the review appeal that probable liability may have been incurred for failure to comply with the obligations provided for in this Law and other applicable legal provisions on the matter, they must inform the internal control body or the competent authority so that it may initiate, where appropriate, the respective liability procedure.",1869,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104,104,T9-C16,T9,The appeal for review may be dismissed as inadmissible when:,"The appeal for review may be dismissed as inadmissible when: I. It is untimely because the period established in article 86 of this Law has elapsed; II. The holder or his representative does not duly prove his identity and personality of the latter; III. The Secretariat or, where appropriate, the Guarantor Authorities have previously made a final decision on the subject matter thereof; IV. None of the grounds for appeal for review provided for in Article 96 of this Law are updated; V. Any appeal or means of defense filed by the appellant or, where appropriate, by the interested third party, against the contested act before the competent courts is being processed. Secretariat or the Guarantor Authorities, as appropriate; VI. The appellant modifies or expands his/her request in the appeal for review, solely with respect to the new content, or VII. The appellant does not prove legal interest. Dismissal does not imply the preclusion of the right of the holder to file a complaint with the Secretariat or the Guarantor Authorities, as appropriate, a new appeal for review.",1895,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art105,105,T9-C16,T9,The appeal for review may only be dismissed when:,"The appeal for review may only be dismissed when: I. The appellant expressly withdraws; II. The appellant dies; III. Once admitted, any cause of inadmissibility is updated under the terms of this Law; IV. The person responsible modifies or revokes his response in such a way that it becomes without substance, or V. I ran out of matter.",1931,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art106,106,T9-C16,T9,"The Secretariat and the Guarantor Authorities must notify the parties and publish the resolutions, in public version, no later than the third day following its issuance.","The Secretariat and the Guarantor Authorities must notify the parties and publish the resolutions, in public version, no later than the third day following its issuance.",1940,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art107,107,T9-C16,T9,"The resolutions of the Secretariat and the Guarantor Authorities shall be binding, final and unassailable to those responsible.","The resolutions of the Secretariat and the Guarantor Authorities shall be binding, final and unassailable to those responsible. The holders may challenge these resolutions before the judges and courts specialized in personal data matters established by the Federal Judicial Branch through the amparo trial.",1942,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art108,108,T9-C17,T9,"The person in charge of the Legal Counsel of the Federal Executive may file a review appeal on matters of national security directly before the Supreme Court of Justice of the Nation, when he or she considers that the resolutions issued by the Secretariat endanger national security.","The person in charge of the Legal Counsel of the Federal Executive may file a review appeal on matters of national security directly before the Supreme Court of Justice of the Nation, when he or she considers that the resolutions issued by the Secretariat endanger national security. The appeal must be filed within seven days of the date on which the guarantor authority notifies the obligated party of the decision. The Supreme Court of Justice of the Nation shall immediately, if appropriate, suspend the execution of the decision, and within five days of the filing of the appeal, it shall decide whether it is admissible or inadmissible.",1949,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art109,109,T9-C17,T9,"In the appeal, the head of the Legal Counsel of the Federal Executive Branch must state the resolution being challenged, the grounds and reasons why he or she believes national security is endangered, as well as the necessary evidence.","In the appeal, the head of the Legal Counsel of the Federal Executive Branch must state the resolution being challenged, the grounds and reasons why he or she believes national security is endangered, as well as the necessary evidence.",1957,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art110,110,T9-C17,T9,"Any reserved or confidential information requested by the Supreme Court of Justice of the Nation because it is essential to resolve the matter must be kept confidential and will not be available in the file, except for the exceptions provided for in Article 119 of the General Law on Transparency and Access to Public Information.","Any reserved or confidential information requested by the Supreme Court of Justice of the Nation because it is essential to resolve the matter must be kept confidential and will not be available in the file, except for the exceptions provided for in Article 119 of the General Law on Transparency and Access to Public Information. At all times, Ministers must have access to classified information to determine its nature, as required. Access will be granted in accordance with the legal provisions applicable to the safeguarding of information by obliged entities.",1961,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art111,111,T9-C17,T9,"The Supreme Court of Justice of the Nation shall resolve with full jurisdiction and, in no case, the forwarding will proceed.","The Supreme Court of Justice of the Nation shall resolve with full jurisdiction and, in no case, the forwarding will proceed.",1984,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art112,112,T9-C17,T9,"If the Supreme Court of Justice of the Nation confirms the meaning of the appealed resolution, the subject obliged party must comply with the terms of the provisions of this Law.","If the Supreme Court of Justice of the Nation confirms the meaning of the appealed resolution, the subject obliged party must comply with the terms of the provisions of this Law. In the event that the resolution is revoked, the Secretariat must act in accordance with the terms ordered by the Supreme Court. Court of Justice of the Nation.",1987,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art113,113,T9-C18,T9,"Once the resolutions issued in connection with the appeals submitted to its jurisdiction have become final, the Secretariat m ay issue the interpretation criteria it deems pertinent and which derive from the resolutions therein.","Once the resolutions issued in connection with the appeals submitted to its jurisdiction have become final, the Secretariat m ay issue the interpretation criteria it deems pertinent and which derive from the resolutions therein. The Secretariat may issue guiding criteria for the Guarantor Authorities, which will be established by reiteration when resolving three consecutive similar cases in the same sense, arising from resolutions that have become final.",1997,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art114,114,T9-C18,T9,"The criteria shall consist of a heading, a text and the precedent or precedents that, where applicable, have originated their emission.","The criteria shall consist of a heading, a text and the precedent or precedents that, where applicable, have originated their emission. Every criterion issued by the Secretariat must contain a control key for proper identification.",2006,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art115,115,T10-C19,T10,"The Secretariat and the Guarantor Authorities, within the scope of their respective powers, shall have the power to monitor and verify compliance with the provisions contained in this Law and other provisions derived from it.","The Secretariat and the Guarantor Authorities, within the scope of their respective powers, shall have the power to monitor and verify compliance with the provisions contained in this Law and other provisions derived from it. In the exercise of their oversight and verification functions, the Secretariat's staff or, where applicable, the Guarantor Authorities shall be required to maintain confidentiality regarding the information to which they have access by virtue of the corresponding verification. The person responsible may not deny access to the documentation requested for verification or to its personal databases, nor may it invoke the confidentiality or reserve of the information.",2017,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
