scf_control_id,scf_control_name,scf_domain,external_control_id,external_framework,external_framework_version,external_framework_full_name,relationship_type,strength,justification,date_established,notes
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(iv)(E),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(iv)(F),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(v),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(v)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(v)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(v)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(vi),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(vii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(1)(viii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(b)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(v),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(v)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02,Data Privacy Notice,Data Privacy,164.520(c)(1)(v)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02.1,Purpose Specification,Data Privacy,164.502(a)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02.1,Purpose Specification,Data Privacy,164.508(c)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02.1,Purpose Specification,Data Privacy,164.508(c)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02.1,Purpose Specification,Data Privacy,164.508(c)(1)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02.1,Purpose Specification,Data Privacy,164.508(c)(1)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02.1,Purpose Specification,Data Privacy,164.508(c)(2)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-02.1,Purpose Specification,Data Privacy,164.508(c)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.506(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.508(a)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.508(c)(1)(v),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.508(c)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.510(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.510(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.510(b)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.510(b)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.514(f)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.514(f)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03,Choice & Consent,Data Privacy,164.514(f)(2)(v),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.3,"Prohibition of Selling, Processing and/or Sharing Personal Data (PD)",Data Privacy,164.502(a)(5)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.5,Product or Service Delivery Restrictions,Data Privacy,164.508(c)(2)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.5,Product or Service Delivery Restrictions,Data Privacy,164.508(c)(2)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.5,Product or Service Delivery Restrictions,Data Privacy,164.514(f)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.6,Authorized Agent,Data Privacy,164.502(g)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.6,Authorized Agent,Data Privacy,164.502(g)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.6,Authorized Agent,Data Privacy,164.502(g)(3)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-03.6,Authorized Agent,Data Privacy,164.502(g)(3)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-04.1,"Authority To Collect, Process, Store & Share Personal Data (PD)",Data Privacy,164.502(a)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-04.1,"Authority To Collect, Process, Store & Share Personal Data (PD)",Data Privacy,164.502(a)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-04.1,"Authority To Collect, Process, Store & Share Personal Data (PD)",Data Privacy,164.502(a)(1)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-04.1,"Authority To Collect, Process, Store & Share Personal Data (PD)",Data Privacy,164.502(a)(5)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-04.1,"Authority To Collect, Process, Store & Share Personal Data (PD)",Data Privacy,164.502(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05,Personal Data (PD) Retention & Disposal,Data Privacy,9.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.1,"Internal Use of Personal Data (PD) For Testing, Training and Research",Data Privacy,164.508(a)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.502(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.502(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.504(g)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.506(a),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.506(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.506(c)(5),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.508(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.508(a)(2)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.510(a)(1)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.510(a)(1)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.510(a)(1)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.510(a)(1)(i)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.510(a)(1)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.510(a)(1)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.510(b)(4),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512,HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(i)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(1)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(1)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(1)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(1)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(j)(4),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(1)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(1)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(1)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(1)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(4),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(4)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(4)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(4)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(i)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(i)(E),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(i)(F),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(5)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(6)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(6)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.512(k)(6)(ii)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.514(f)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,164.514(g),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-06,Data Subject Empowerment,Data Privacy,164.502(a)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-06,Data Subject Empowerment,Data Privacy,164.502(a)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-06,Data Subject Empowerment,Data Privacy,164.514(h)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-06,Data Subject Empowerment,Data Privacy,164.514(h)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-06,Data Subject Empowerment,Data Privacy,164.524(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
