control_id,control_name,source_framework,source_framework_version,source_framework_full_name,control_text,control_type
164.528(a)(1)(viii),HIPAA Control 164.528(a)(1)(viii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(viii) from Health Insurance Portability and Accountability Act,External
164.528(b),HIPAA Control 164.528(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b) from Health Insurance Portability and Accountability Act,External
164.528(b)(1),HIPAA Control 164.528(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(1) from Health Insurance Portability and Accountability Act,External
164.528(b)(2),HIPAA Control 164.528(b)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2) from Health Insurance Portability and Accountability Act,External
164.528(b)(2)(i),HIPAA Control 164.528(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(i) from Health Insurance Portability and Accountability Act,External
164.528(b)(2)(ii),HIPAA Control 164.528(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(ii) from Health Insurance Portability and Accountability Act,External
164.528(b)(2)(iii),HIPAA Control 164.528(b)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(iii) from Health Insurance Portability and Accountability Act,External
164.528(b)(2)(iv),HIPAA Control 164.528(b)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(iv) from Health Insurance Portability and Accountability Act,External
164.528(b)(3),HIPAA Control 164.528(b)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3) from Health Insurance Portability and Accountability Act,External
164.528(b)(3)(i),HIPAA Control 164.528(b)(3)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3)(i) from Health Insurance Portability and Accountability Act,External
164.528(b)(3)(ii),HIPAA Control 164.528(b)(3)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3)(ii) from Health Insurance Portability and Accountability Act,External
164.528(b)(3)(iii),HIPAA Control 164.528(b)(3)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3)(iii) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(i),HIPAA Control 164.528(b)(4)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(i)(A),HIPAA Control 164.528(b)(4)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(A) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(i)(B),HIPAA Control 164.528(b)(4)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(B) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(i)(C),HIPAA Control 164.528(b)(4)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(C) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(i)(D),HIPAA Control 164.528(b)(4)(i)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(D) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(i)(E),HIPAA Control 164.528(b)(4)(i)(E),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(E) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(i)(F),HIPAA Control 164.528(b)(4)(i)(F),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(F) from Health Insurance Portability and Accountability Act,External
164.528(b)(4)(ii),HIPAA Control 164.528(b)(4)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(ii) from Health Insurance Portability and Accountability Act,External
164.528(c)(1),HIPAA Control 164.528(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1) from Health Insurance Portability and Accountability Act,External
164.528(c)(1)(i),HIPAA Control 164.528(c)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(i) from Health Insurance Portability and Accountability Act,External
164.528(c)(1)(ii),HIPAA Control 164.528(c)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(ii) from Health Insurance Portability and Accountability Act,External
164.528(c)(1)(ii)(A),HIPAA Control 164.528(c)(1)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(ii)(A) from Health Insurance Portability and Accountability Act,External
164.528(c)(1)(ii)(B),HIPAA Control 164.528(c)(1)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(ii)(B) from Health Insurance Portability and Accountability Act,External
164.528(c)(2),HIPAA Control 164.528(c)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(2) from Health Insurance Portability and Accountability Act,External
164.528(d),HIPAA Control 164.528(d),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d) from Health Insurance Portability and Accountability Act,External
164.528(d)(1),HIPAA Control 164.528(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d)(1) from Health Insurance Portability and Accountability Act,External
164.528(d)(2),HIPAA Control 164.528(d)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d)(2) from Health Insurance Portability and Accountability Act,External
164.528(d)(3),HIPAA Control 164.528(d)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d)(3) from Health Insurance Portability and Accountability Act,External
164.530(a)(1)(i),HIPAA Control 164.530(a)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(a)(1)(i) from Health Insurance Portability and Accountability Act,External
164.530(a)(1)(ii),HIPAA Control 164.530(a)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(a)(1)(ii) from Health Insurance Portability and Accountability Act,External
164.530(a)(2),HIPAA Control 164.530(a)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(a)(2) from Health Insurance Portability and Accountability Act,External
164.530(b)(1),HIPAA Control 164.530(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(1) from Health Insurance Portability and Accountability Act,External
164.530(b)(2)(i),HIPAA Control 164.530(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i) from Health Insurance Portability and Accountability Act,External
164.530(b)(2)(i)(A),HIPAA Control 164.530(b)(2)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i)(A) from Health Insurance Portability and Accountability Act,External
164.530(b)(2)(i)(B),HIPAA Control 164.530(b)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i)(B) from Health Insurance Portability and Accountability Act,External
164.530(b)(2)(i)(C),HIPAA Control 164.530(b)(2)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i)(C) from Health Insurance Portability and Accountability Act,External
164.530(b)(2)(ii),HIPAA Control 164.530(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(ii) from Health Insurance Portability and Accountability Act,External
164.530(c)(1),HIPAA Control 164.530(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(c)(1) from Health Insurance Portability and Accountability Act,External
164.530(c)(2)(i),HIPAA Control 164.530(c)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(c)(2)(i) from Health Insurance Portability and Accountability Act,External
164.530(c)(2)(ii),HIPAA Control 164.530(c)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(c)(2)(ii) from Health Insurance Portability and Accountability Act,External
164.530(d)(1),HIPAA Control 164.530(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(d)(1) from Health Insurance Portability and Accountability Act,External
164.530(d)(2),HIPAA Control 164.530(d)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(d)(2) from Health Insurance Portability and Accountability Act,External
164.530(e)(1),HIPAA Control 164.530(e)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(e)(1) from Health Insurance Portability and Accountability Act,External
164.530(e)(2),HIPAA Control 164.530(e)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(e)(2) from Health Insurance Portability and Accountability Act,External
164.530(f),HIPAA Control 164.530(f),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(f) from Health Insurance Portability and Accountability Act,External
164.530(i)(1),HIPAA Control 164.530(i)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(i)(1) from Health Insurance Portability and Accountability Act,External
1.L.A,HIPAA Control 1.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.L.A from HIPAA HICP Large Practice,External
1.L.B,HIPAA Control 1.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.L.B from HIPAA HICP Large Practice,External
1.L.C,HIPAA Control 1.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.L.C from HIPAA HICP Large Practice,External
1.M.A,HIPAA Control 1.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.A from HIPAA HICP Large Practice,External
1.M.B,HIPAA Control 1.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.B from HIPAA HICP Large Practice,External
1.M.C,HIPAA Control 1.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.C from HIPAA HICP Large Practice,External
1.M.D,HIPAA Control 1.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.D from HIPAA HICP Large Practice,External
10.M.A,HIPAA Control 10.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 10.M.A from HIPAA HICP Large Practice,External
2.L.A,HIPAA Control 2.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.A from HIPAA HICP Large Practice,External
2.L.B,HIPAA Control 2.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.B from HIPAA HICP Large Practice,External
2.L.C,HIPAA Control 2.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.C from HIPAA HICP Large Practice,External
2.L.D,HIPAA Control 2.L.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.D from HIPAA HICP Large Practice,External
2.L.E,HIPAA Control 2.L.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.E from HIPAA HICP Large Practice,External
2.L.F,HIPAA Control 2.L.F,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.F from HIPAA HICP Large Practice,External
2.M.A,HIPAA Control 2.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.M.A from HIPAA HICP Large Practice,External
3.L.A,HIPAA Control 3.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.A from HIPAA HICP Large Practice,External
3.L.B,HIPAA Control 3.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.B from HIPAA HICP Large Practice,External
3.L.C,HIPAA Control 3.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.C from HIPAA HICP Large Practice,External
3.L.D,HIPAA Control 3.L.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.D from HIPAA HICP Large Practice,External
3.M.A,HIPAA Control 3.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.A from HIPAA HICP Large Practice,External
3.M.B,HIPAA Control 3.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.B from HIPAA HICP Large Practice,External
3.M.C,HIPAA Control 3.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.C from HIPAA HICP Large Practice,External
3.M.D,HIPAA Control 3.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.D from HIPAA HICP Large Practice,External
4.L.A,HIPAA Control 4.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.L.A from HIPAA HICP Large Practice,External
4.L.B,HIPAA Control 4.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.L.B from HIPAA HICP Large Practice,External
4.M.A,HIPAA Control 4.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.A from HIPAA HICP Large Practice,External
4.M.B,HIPAA Control 4.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.B from HIPAA HICP Large Practice,External
4.M.C,HIPAA Control 4.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.C from HIPAA HICP Large Practice,External
4.M.D,HIPAA Control 4.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.D from HIPAA HICP Large Practice,External
4.M.E,HIPAA Control 4.M.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.E from HIPAA HICP Large Practice,External
5.L.A,HIPAA Control 5.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.L.A from HIPAA HICP Large Practice,External
5.L.B,HIPAA Control 5.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.L.B from HIPAA HICP Large Practice,External
5.M.A,HIPAA Control 5.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.M.A from HIPAA HICP Large Practice,External
5.M.B,HIPAA Control 5.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.M.B from HIPAA HICP Large Practice,External
5.M.C,HIPAA Control 5.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.M.C from HIPAA HICP Large Practice,External
5.M.D,HIPAA Control 5.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.M.D from HIPAA HICP Large Practice,External
6.L.A,HIPAA Control 6.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.L.A from HIPAA HICP Large Practice,External
6.L.B,HIPAA Control 6.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.L.B from HIPAA HICP Large Practice,External
6.L.D,HIPAA Control 6.L.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.L.D from HIPAA HICP Large Practice,External
6.L.E,HIPAA Control 6.L.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.L.E from HIPAA HICP Large Practice,External
6.M.A,HIPAA Control 6.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.M.A from HIPAA HICP Large Practice,External
6.M.B,HIPAA Control 6.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.M.B from HIPAA HICP Large Practice,External
6.M.C,HIPAA Control 6.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.M.C from HIPAA HICP Large Practice,External
6.M.D,HIPAA Control 6.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.M.D from HIPAA HICP Large Practice,External
6.M.E,HIPAA Control 6.M.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 6.M.E from HIPAA HICP Large Practice,External
7.L.A,HIPAA Control 7.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 7.L.A from HIPAA HICP Large Practice,External
7.L.B,HIPAA Control 7.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 7.L.B from HIPAA HICP Large Practice,External
7.M.A,HIPAA Control 7.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 7.M.A from HIPAA HICP Large Practice,External
7.M.B,HIPAA Control 7.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 7.M.B from HIPAA HICP Large Practice,External
7.M.C,HIPAA Control 7.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 7.M.C from HIPAA HICP Large Practice,External
7.M.D,HIPAA Control 7.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 7.M.D from HIPAA HICP Large Practice,External
8.L.A,HIPAA Control 8.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.L.A from HIPAA HICP Large Practice,External
8.L.B,HIPAA Control 8.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.L.B from HIPAA HICP Large Practice,External
8.L.C,HIPAA Control 8.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.L.C from HIPAA HICP Large Practice,External
8.L.D,HIPAA Control 8.L.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.L.D from HIPAA HICP Large Practice,External
8.L.E,HIPAA Control 8.L.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.L.E from HIPAA HICP Large Practice,External
8.L.F,HIPAA Control 8.L.F,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.L.F from HIPAA HICP Large Practice,External
8.M.A,HIPAA Control 8.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.M.A from HIPAA HICP Large Practice,External
8.M.B,HIPAA Control 8.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.M.B from HIPAA HICP Large Practice,External
8.M.C,HIPAA Control 8.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 8.M.C from HIPAA HICP Large Practice,External
9.L.A,HIPAA Control 9.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.L.A from HIPAA HICP Large Practice,External
9.L.B,HIPAA Control 9.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.L.B from HIPAA HICP Large Practice,External
9.L.C,HIPAA Control 9.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.L.C from HIPAA HICP Large Practice,External
9.L.D,HIPAA Control 9.L.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.L.D from HIPAA HICP Large Practice,External
9.M.A,HIPAA Control 9.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.M.A from HIPAA HICP Large Practice,External
9.M.B,HIPAA Control 9.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.M.B from HIPAA HICP Large Practice,External
9.M.C,HIPAA Control 9.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.M.C from HIPAA HICP Large Practice,External
9.M.D,HIPAA Control 9.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.M.D from HIPAA HICP Large Practice,External
9.M.E,HIPAA Control 9.M.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 9.M.E from HIPAA HICP Large Practice,External
1.M.A,HIPAA Control 1.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 1.M.A from HIPAA HICP Medium Practice,External
1.M.B,HIPAA Control 1.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 1.M.B from HIPAA HICP Medium Practice,External
1.M.C,HIPAA Control 1.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 1.M.C from HIPAA HICP Medium Practice,External
1.M.D,HIPAA Control 1.M.D,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 1.M.D from HIPAA HICP Medium Practice,External
2.M.A,HIPAA Control 2.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 2.M.A from HIPAA HICP Medium Practice,External
3.M.A,HIPAA Control 3.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 3.M.A from HIPAA HICP Medium Practice,External
3.M.B,HIPAA Control 3.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 3.M.B from HIPAA HICP Medium Practice,External
3.M.C,HIPAA Control 3.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 3.M.C from HIPAA HICP Medium Practice,External
3.M.D,HIPAA Control 3.M.D,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 3.M.D from HIPAA HICP Medium Practice,External
4.M.A,HIPAA Control 4.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 4.M.A from HIPAA HICP Medium Practice,External
4.M.B,HIPAA Control 4.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 4.M.B from HIPAA HICP Medium Practice,External
4.M.C,HIPAA Control 4.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 4.M.C from HIPAA HICP Medium Practice,External
4.M.D,HIPAA Control 4.M.D,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 4.M.D from HIPAA HICP Medium Practice,External
4.M.E,HIPAA Control 4.M.E,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 4.M.E from HIPAA HICP Medium Practice,External
5.M.A,HIPAA Control 5.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 5.M.A from HIPAA HICP Medium Practice,External
5.M.B,HIPAA Control 5.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 5.M.B from HIPAA HICP Medium Practice,External
5.M.C,HIPAA Control 5.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 5.M.C from HIPAA HICP Medium Practice,External
5.M.D,HIPAA Control 5.M.D,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 5.M.D from HIPAA HICP Medium Practice,External
6.M.A,HIPAA Control 6.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 6.M.A from HIPAA HICP Medium Practice,External
6.M.B,HIPAA Control 6.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 6.M.B from HIPAA HICP Medium Practice,External
6.M.C,HIPAA Control 6.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 6.M.C from HIPAA HICP Medium Practice,External
6.M.D,HIPAA Control 6.M.D,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 6.M.D from HIPAA HICP Medium Practice,External
6.M.E,HIPAA Control 6.M.E,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 6.M.E from HIPAA HICP Medium Practice,External
7.M.A,HIPAA Control 7.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 7.M.A from HIPAA HICP Medium Practice,External
7.M.B,HIPAA Control 7.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 7.M.B from HIPAA HICP Medium Practice,External
7.M.C,HIPAA Control 7.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 7.M.C from HIPAA HICP Medium Practice,External
7.M.D,HIPAA Control 7.M.D,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 7.M.D from HIPAA HICP Medium Practice,External
8.M.A,HIPAA Control 8.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 8.M.A from HIPAA HICP Medium Practice,External
8.M.B,HIPAA Control 8.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 8.M.B from HIPAA HICP Medium Practice,External
8.M.C,HIPAA Control 8.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 8.M.C from HIPAA HICP Medium Practice,External
9.M.A,HIPAA Control 9.M.A,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 9.M.A from HIPAA HICP Medium Practice,External
9.M.B,HIPAA Control 9.M.B,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 9.M.B from HIPAA HICP Medium Practice,External
9.M.C,HIPAA Control 9.M.C,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 9.M.C from HIPAA HICP Medium Practice,External
9.M.D,HIPAA Control 9.M.D,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 9.M.D from HIPAA HICP Medium Practice,External
9.M.E,HIPAA Control 9.M.E,HIPAA,HICP Medium Practice,HIPAA HICP Medium Practice,Control 9.M.E from HIPAA HICP Medium Practice,External
1.S.A,HIPAA Control 1.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 1.S.A from HIPAA HICP Small Practice,External
1.S.B,HIPAA Control 1.S.B,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 1.S.B from HIPAA HICP Small Practice,External
1.S.C,HIPAA Control 1.S.C,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 1.S.C from HIPAA HICP Small Practice,External
10.S.A,HIPAA Control 10.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 10.S.A from HIPAA HICP Small Practice,External
2.S.A,HIPAA Control 2.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 2.S.A from HIPAA HICP Small Practice,External
3.S.A,HIPAA Control 3.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 3.S.A from HIPAA HICP Small Practice,External
4.S.A,HIPAA Control 4.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 4.S.A from HIPAA HICP Small Practice,External
4.S.B,HIPAA Control 4.S.B,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 4.S.B from HIPAA HICP Small Practice,External
4.S.C,HIPAA Control 4.S.C,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 4.S.C from HIPAA HICP Small Practice,External
5.S.A,HIPAA Control 5.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 5.S.A from HIPAA HICP Small Practice,External
5.S.B,HIPAA Control 5.S.B,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 5.S.B from HIPAA HICP Small Practice,External
5.S.C,HIPAA Control 5.S.C,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 5.S.C from HIPAA HICP Small Practice,External
6.S.A,HIPAA Control 6.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 6.S.A from HIPAA HICP Small Practice,External
6.S.B,HIPAA Control 6.S.B,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 6.S.B from HIPAA HICP Small Practice,External
6.S.C,HIPAA Control 6.S.C,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 6.S.C from HIPAA HICP Small Practice,External
7.S.A,HIPAA Control 7.S.A,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 7.S.A from HIPAA HICP Small Practice,External
8.M.C,HIPAA Control 8.M.C,HIPAA,HICP Small Practice,HIPAA HICP Small Practice,Control 8.M.C from HIPAA HICP Small Practice,External
