control_id,control_name,source_framework,source_framework_version,source_framework_full_name,control_text
164.524(a)(4),HIPAA Control 164.524(a)(4),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(a)(4) from Health Insurance Portability and Accountability Act
164.524(b)(1),HIPAA Control 164.524(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(b)(1) from Health Insurance Portability and Accountability Act
164.524(b)(2)(i),HIPAA Control 164.524(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(b)(2)(i) from Health Insurance Portability and Accountability Act
164.524(b)(2)(i)(A),HIPAA Control 164.524(b)(2)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(b)(2)(i)(A) from Health Insurance Portability and Accountability Act
164.524(b)(2)(i)(B),HIPAA Control 164.524(b)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(b)(2)(i)(B) from Health Insurance Portability and Accountability Act
164.524(b)(2)(ii),HIPAA Control 164.524(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(b)(2)(ii) from Health Insurance Portability and Accountability Act
164.524(b)(2)(ii)(A),HIPAA Control 164.524(b)(2)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(b)(2)(ii)(A) from Health Insurance Portability and Accountability Act
164.524(b)(2)(ii)(B),HIPAA Control 164.524(b)(2)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(b)(2)(ii)(B) from Health Insurance Portability and Accountability Act
164.524(c),HIPAA Control 164.524(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c) from Health Insurance Portability and Accountability Act
164.524(c)(1),HIPAA Control 164.524(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(1) from Health Insurance Portability and Accountability Act
164.524(c)(2)(i),HIPAA Control 164.524(c)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(2)(i) from Health Insurance Portability and Accountability Act
164.524(c)(2)(ii),HIPAA Control 164.524(c)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(2)(ii) from Health Insurance Portability and Accountability Act
164.524(c)(3)(i),HIPAA Control 164.524(c)(3)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(3)(i) from Health Insurance Portability and Accountability Act
164.524(c)(3)(ii),HIPAA Control 164.524(c)(3)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(3)(ii) from Health Insurance Portability and Accountability Act
164.524(c)(4),HIPAA Control 164.524(c)(4),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(4) from Health Insurance Portability and Accountability Act
164.524(c)(4)(i),HIPAA Control 164.524(c)(4)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(4)(i) from Health Insurance Portability and Accountability Act
164.524(c)(4)(ii),HIPAA Control 164.524(c)(4)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(4)(ii) from Health Insurance Portability and Accountability Act
164.524(c)(4)(iii),HIPAA Control 164.524(c)(4)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(4)(iii) from Health Insurance Portability and Accountability Act
164.524(c)(4)(iv),HIPAA Control 164.524(c)(4)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(c)(4)(iv) from Health Insurance Portability and Accountability Act
164.524(d),HIPAA Control 164.524(d),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d) from Health Insurance Portability and Accountability Act
164.524(d)(1),HIPAA Control 164.524(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d)(1) from Health Insurance Portability and Accountability Act
164.524(d)(2),HIPAA Control 164.524(d)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d)(2) from Health Insurance Portability and Accountability Act
164.524(d)(2)(i),HIPAA Control 164.524(d)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d)(2)(i) from Health Insurance Portability and Accountability Act
164.524(d)(2)(ii),HIPAA Control 164.524(d)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d)(2)(ii) from Health Insurance Portability and Accountability Act
164.524(d)(2)(iii),HIPAA Control 164.524(d)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d)(2)(iii) from Health Insurance Portability and Accountability Act
164.524(d)(3),HIPAA Control 164.524(d)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d)(3) from Health Insurance Portability and Accountability Act
164.524(d)(4),HIPAA Control 164.524(d)(4),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.524(d)(4) from Health Insurance Portability and Accountability Act
164.526(a)(1),HIPAA Control 164.526(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(a)(1) from Health Insurance Portability and Accountability Act
164.526(a)(2),HIPAA Control 164.526(a)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(a)(2) from Health Insurance Portability and Accountability Act
164.526(a)(2)(i),HIPAA Control 164.526(a)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(a)(2)(i) from Health Insurance Portability and Accountability Act
164.526(a)(2)(ii),HIPAA Control 164.526(a)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(a)(2)(ii) from Health Insurance Portability and Accountability Act
164.526(a)(2)(iii),HIPAA Control 164.526(a)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(a)(2)(iii) from Health Insurance Portability and Accountability Act
164.526(a)(2)(iv),HIPAA Control 164.526(a)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(a)(2)(iv) from Health Insurance Portability and Accountability Act
164.526(b)(1),HIPAA Control 164.526(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(b)(1) from Health Insurance Portability and Accountability Act
164.526(b)(2)(i),HIPAA Control 164.526(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(b)(2)(i) from Health Insurance Portability and Accountability Act
164.526(b)(2)(i)(A),HIPAA Control 164.526(b)(2)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(b)(2)(i)(A) from Health Insurance Portability and Accountability Act
164.526(b)(2)(i)(B),HIPAA Control 164.526(b)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(b)(2)(i)(B) from Health Insurance Portability and Accountability Act
164.526(b)(2)(ii),HIPAA Control 164.526(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(b)(2)(ii) from Health Insurance Portability and Accountability Act
164.526(b)(2)(ii)(A),HIPAA Control 164.526(b)(2)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(b)(2)(ii)(A) from Health Insurance Portability and Accountability Act
164.526(b)(2)(ii)(B),HIPAA Control 164.526(b)(2)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(b)(2)(ii)(B) from Health Insurance Portability and Accountability Act
164.526(c),HIPAA Control 164.526(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(c) from Health Insurance Portability and Accountability Act
164.526(c)(1),HIPAA Control 164.526(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(c)(1) from Health Insurance Portability and Accountability Act
164.526(c)(2),HIPAA Control 164.526(c)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(c)(2) from Health Insurance Portability and Accountability Act
164.526(c)(3),HIPAA Control 164.526(c)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(c)(3) from Health Insurance Portability and Accountability Act
164.526(c)(3)(i),HIPAA Control 164.526(c)(3)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(c)(3)(i) from Health Insurance Portability and Accountability Act
164.526(c)(3)(ii),HIPAA Control 164.526(c)(3)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(c)(3)(ii) from Health Insurance Portability and Accountability Act
164.526(d),HIPAA Control 164.526(d),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d) from Health Insurance Portability and Accountability Act
164.526(d)(1),HIPAA Control 164.526(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(1) from Health Insurance Portability and Accountability Act
164.526(d)(1)(i),HIPAA Control 164.526(d)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(1)(i) from Health Insurance Portability and Accountability Act
164.526(d)(1)(ii),HIPAA Control 164.526(d)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(1)(ii) from Health Insurance Portability and Accountability Act
164.526(d)(1)(iii),HIPAA Control 164.526(d)(1)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(1)(iii) from Health Insurance Portability and Accountability Act
164.526(d)(1)(iv),HIPAA Control 164.526(d)(1)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(1)(iv) from Health Insurance Portability and Accountability Act
164.526(d)(2),HIPAA Control 164.526(d)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(2) from Health Insurance Portability and Accountability Act
164.526(d)(3),HIPAA Control 164.526(d)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(3) from Health Insurance Portability and Accountability Act
164.526(d)(4),HIPAA Control 164.526(d)(4),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(4) from Health Insurance Portability and Accountability Act
164.526(d)(5)(i),HIPAA Control 164.526(d)(5)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(5)(i) from Health Insurance Portability and Accountability Act
164.526(d)(5)(ii),HIPAA Control 164.526(d)(5)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(5)(ii) from Health Insurance Portability and Accountability Act
164.526(d)(5)(iii),HIPAA Control 164.526(d)(5)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(d)(5)(iii) from Health Insurance Portability and Accountability Act
164.526(e),HIPAA Control 164.526(e),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(e) from Health Insurance Portability and Accountability Act
164.526(f),HIPAA Control 164.526(f),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.526(f) from Health Insurance Portability and Accountability Act
164.528(a)(1),HIPAA Control 164.528(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1) from Health Insurance Portability and Accountability Act
164.528(a)(1)(i),HIPAA Control 164.528(a)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(i) from Health Insurance Portability and Accountability Act
164.528(a)(1)(ii),HIPAA Control 164.528(a)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(ii) from Health Insurance Portability and Accountability Act
164.528(a)(1)(iii),HIPAA Control 164.528(a)(1)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(iii) from Health Insurance Portability and Accountability Act
164.528(a)(1)(iv),HIPAA Control 164.528(a)(1)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(iv) from Health Insurance Portability and Accountability Act
164.528(a)(1)(ix),HIPAA Control 164.528(a)(1)(ix),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(ix) from Health Insurance Portability and Accountability Act
164.528(a)(1)(v),HIPAA Control 164.528(a)(1)(v),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(v) from Health Insurance Portability and Accountability Act
164.528(a)(1)(vi),HIPAA Control 164.528(a)(1)(vi),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(vi) from Health Insurance Portability and Accountability Act
164.528(a)(1)(vii),HIPAA Control 164.528(a)(1)(vii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(vii) from Health Insurance Portability and Accountability Act
164.528(a)(1)(viii),HIPAA Control 164.528(a)(1)(viii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(a)(1)(viii) from Health Insurance Portability and Accountability Act
164.528(b),HIPAA Control 164.528(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b) from Health Insurance Portability and Accountability Act
164.528(b)(1),HIPAA Control 164.528(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(1) from Health Insurance Portability and Accountability Act
164.528(b)(2),HIPAA Control 164.528(b)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2) from Health Insurance Portability and Accountability Act
164.528(b)(2)(i),HIPAA Control 164.528(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(i) from Health Insurance Portability and Accountability Act
164.528(b)(2)(ii),HIPAA Control 164.528(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(ii) from Health Insurance Portability and Accountability Act
164.528(b)(2)(iii),HIPAA Control 164.528(b)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(iii) from Health Insurance Portability and Accountability Act
164.528(b)(2)(iv),HIPAA Control 164.528(b)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(2)(iv) from Health Insurance Portability and Accountability Act
164.528(b)(3),HIPAA Control 164.528(b)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3) from Health Insurance Portability and Accountability Act
164.528(b)(3)(i),HIPAA Control 164.528(b)(3)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3)(i) from Health Insurance Portability and Accountability Act
164.528(b)(3)(ii),HIPAA Control 164.528(b)(3)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3)(ii) from Health Insurance Portability and Accountability Act
164.528(b)(3)(iii),HIPAA Control 164.528(b)(3)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(3)(iii) from Health Insurance Portability and Accountability Act
164.528(b)(4)(i),HIPAA Control 164.528(b)(4)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i) from Health Insurance Portability and Accountability Act
164.528(b)(4)(i)(A),HIPAA Control 164.528(b)(4)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(A) from Health Insurance Portability and Accountability Act
164.528(b)(4)(i)(B),HIPAA Control 164.528(b)(4)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(B) from Health Insurance Portability and Accountability Act
164.528(b)(4)(i)(C),HIPAA Control 164.528(b)(4)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(C) from Health Insurance Portability and Accountability Act
164.528(b)(4)(i)(D),HIPAA Control 164.528(b)(4)(i)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(D) from Health Insurance Portability and Accountability Act
164.528(b)(4)(i)(E),HIPAA Control 164.528(b)(4)(i)(E),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(E) from Health Insurance Portability and Accountability Act
164.528(b)(4)(i)(F),HIPAA Control 164.528(b)(4)(i)(F),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(i)(F) from Health Insurance Portability and Accountability Act
164.528(b)(4)(ii),HIPAA Control 164.528(b)(4)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(b)(4)(ii) from Health Insurance Portability and Accountability Act
164.528(c)(1),HIPAA Control 164.528(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1) from Health Insurance Portability and Accountability Act
164.528(c)(1)(i),HIPAA Control 164.528(c)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(i) from Health Insurance Portability and Accountability Act
164.528(c)(1)(ii),HIPAA Control 164.528(c)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(ii) from Health Insurance Portability and Accountability Act
164.528(c)(1)(ii)(A),HIPAA Control 164.528(c)(1)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(ii)(A) from Health Insurance Portability and Accountability Act
164.528(c)(1)(ii)(B),HIPAA Control 164.528(c)(1)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(1)(ii)(B) from Health Insurance Portability and Accountability Act
164.528(c)(2),HIPAA Control 164.528(c)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(c)(2) from Health Insurance Portability and Accountability Act
164.528(d),HIPAA Control 164.528(d),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d) from Health Insurance Portability and Accountability Act
164.528(d)(1),HIPAA Control 164.528(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d)(1) from Health Insurance Portability and Accountability Act
164.528(d)(2),HIPAA Control 164.528(d)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d)(2) from Health Insurance Portability and Accountability Act
164.528(d)(3),HIPAA Control 164.528(d)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.528(d)(3) from Health Insurance Portability and Accountability Act
164.530(a)(1)(i),HIPAA Control 164.530(a)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(a)(1)(i) from Health Insurance Portability and Accountability Act
164.530(a)(1)(ii),HIPAA Control 164.530(a)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(a)(1)(ii) from Health Insurance Portability and Accountability Act
164.530(a)(2),HIPAA Control 164.530(a)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(a)(2) from Health Insurance Portability and Accountability Act
164.530(b)(1),HIPAA Control 164.530(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(1) from Health Insurance Portability and Accountability Act
164.530(b)(2)(i),HIPAA Control 164.530(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i) from Health Insurance Portability and Accountability Act
164.530(b)(2)(i)(A),HIPAA Control 164.530(b)(2)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i)(A) from Health Insurance Portability and Accountability Act
164.530(b)(2)(i)(B),HIPAA Control 164.530(b)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i)(B) from Health Insurance Portability and Accountability Act
164.530(b)(2)(i)(C),HIPAA Control 164.530(b)(2)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(i)(C) from Health Insurance Portability and Accountability Act
164.530(b)(2)(ii),HIPAA Control 164.530(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(b)(2)(ii) from Health Insurance Portability and Accountability Act
164.530(c)(1),HIPAA Control 164.530(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(c)(1) from Health Insurance Portability and Accountability Act
164.530(c)(2)(i),HIPAA Control 164.530(c)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(c)(2)(i) from Health Insurance Portability and Accountability Act
164.530(c)(2)(ii),HIPAA Control 164.530(c)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(c)(2)(ii) from Health Insurance Portability and Accountability Act
164.530(d)(1),HIPAA Control 164.530(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(d)(1) from Health Insurance Portability and Accountability Act
164.530(d)(2),HIPAA Control 164.530(d)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(d)(2) from Health Insurance Portability and Accountability Act
164.530(e)(1),HIPAA Control 164.530(e)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(e)(1) from Health Insurance Portability and Accountability Act
164.530(e)(2),HIPAA Control 164.530(e)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(e)(2) from Health Insurance Portability and Accountability Act
164.530(f),HIPAA Control 164.530(f),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(f) from Health Insurance Portability and Accountability Act
164.530(i)(1),HIPAA Control 164.530(i)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.530(i)(1) from Health Insurance Portability and Accountability Act
1.L.A,HIPAA Control 1.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.L.A from HIPAA HICP Large Practice
1.L.B,HIPAA Control 1.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.L.B from HIPAA HICP Large Practice
1.L.C,HIPAA Control 1.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.L.C from HIPAA HICP Large Practice
1.M.A,HIPAA Control 1.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.A from HIPAA HICP Large Practice
1.M.B,HIPAA Control 1.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.B from HIPAA HICP Large Practice
1.M.C,HIPAA Control 1.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.C from HIPAA HICP Large Practice
1.M.D,HIPAA Control 1.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 1.M.D from HIPAA HICP Large Practice
10.M.A,HIPAA Control 10.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 10.M.A from HIPAA HICP Large Practice
2.L.A,HIPAA Control 2.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.A from HIPAA HICP Large Practice
2.L.B,HIPAA Control 2.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.B from HIPAA HICP Large Practice
2.L.C,HIPAA Control 2.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.C from HIPAA HICP Large Practice
2.L.D,HIPAA Control 2.L.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.D from HIPAA HICP Large Practice
2.L.E,HIPAA Control 2.L.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.E from HIPAA HICP Large Practice
2.L.F,HIPAA Control 2.L.F,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.L.F from HIPAA HICP Large Practice
2.M.A,HIPAA Control 2.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 2.M.A from HIPAA HICP Large Practice
3.L.A,HIPAA Control 3.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.A from HIPAA HICP Large Practice
3.L.B,HIPAA Control 3.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.B from HIPAA HICP Large Practice
3.L.C,HIPAA Control 3.L.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.C from HIPAA HICP Large Practice
3.L.D,HIPAA Control 3.L.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.L.D from HIPAA HICP Large Practice
3.M.A,HIPAA Control 3.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.A from HIPAA HICP Large Practice
3.M.B,HIPAA Control 3.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.B from HIPAA HICP Large Practice
3.M.C,HIPAA Control 3.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.C from HIPAA HICP Large Practice
3.M.D,HIPAA Control 3.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 3.M.D from HIPAA HICP Large Practice
4.L.A,HIPAA Control 4.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.L.A from HIPAA HICP Large Practice
4.L.B,HIPAA Control 4.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.L.B from HIPAA HICP Large Practice
4.M.A,HIPAA Control 4.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.A from HIPAA HICP Large Practice
4.M.B,HIPAA Control 4.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.B from HIPAA HICP Large Practice
4.M.C,HIPAA Control 4.M.C,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.C from HIPAA HICP Large Practice
4.M.D,HIPAA Control 4.M.D,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.D from HIPAA HICP Large Practice
4.M.E,HIPAA Control 4.M.E,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 4.M.E from HIPAA HICP Large Practice
5.L.A,HIPAA Control 5.L.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.L.A from HIPAA HICP Large Practice
5.L.B,HIPAA Control 5.L.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.L.B from HIPAA HICP Large Practice
5.M.A,HIPAA Control 5.M.A,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.M.A from HIPAA HICP Large Practice
5.M.B,HIPAA Control 5.M.B,HIPAA,HICP Large Practice,HIPAA HICP Large Practice,Control 5.M.B from HIPAA HICP Large Practice
