requirement_part_id,requirement_id,standard_id,part_number,part_description,applicable_systems,measure,source_document
CIP-010-R1.5,CIP-010-R1,CIP-010,R1.5,"Where technically feasible, for each change that deviates from the existing baseline configuration: 1.5.1. Prior to implementing any change in the production environment, test the changes in a test environment or test the changes in a production environment where the test is performed in a manner that minimizes adverse effects, that models the baseline configuration to ensure that required cyber security controls in CIP-005 and CIP-007 are not adversely affected; and 1.5.2. Document the results of the testing and, if a test environment was used, the differences between the test environment and the production environment, including a description of the measures used to account for any differences in operation between the test and production environments.",High Impact BES Cyber Systems,"An example of evidence may include, but is not limited to, a list of cyber security controls tested along with successful test results and a list of differences between the production and test environments with descriptions of how any differences were accounted for, including the date of the test.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-010-R1.6,CIP-010-R1,CIP-010,R1.6,"Prior to a change that deviates from the existing baseline configuration associated with baseline items in Parts 1.1.1, 1.1.2, and 1.1.5, and when the method to do so is available to the Responsible Entity from the software source: 1.6.1. Verify the identity of the software source; and 1.6.2. Verify the integrity of the software obtained from the software source.","High Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PACS; Medium Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PACS; Note: Implementation does not require the Responsible Entity to renegotiate or abrogate existing contracts (including amendments to master agreements and purchase orders). Additionally, the following issues are beyond the scope of Part 1.6: (1) the actual terms and conditions of a procurement contract; and (2) vendor performance and adherence to a contract.","An example of evidence may include, but is not limited to a change request record that demonstrates the verification of identity of the software source and integrity of the software was performed prior to the baseline change or a process which documents the mechanisms in place that would automatically ensure the identity of the software source and integrity of the software.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-010-R2.1,CIP-010-R2,CIP-010,R2.1,"Monitor at least once every 35 calendar days for changes to the baseline configuration (as described in Requirement R1, Part 1.1). Document and investigate detected unauthorized changes.",High Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PCA,"An example of evidence may include, but is not limited to, logs from a system that is monitoring the configuration along with records of investigation for any unauthorized changes that were detected.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-010-R3.1,CIP-010-R3,CIP-010,R3.1,"At least once every 15 calendar months, conduct a paper or active vulnerability assessment.",High Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA; Medium Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA,"Examples of evidence may include, but are not limited to: • A document listing the date of the assessment (performed at least once every 15 calendar months), the controls assessed for each BES Cyber System along with the method of assessment; or • A document listing the date of the assessment and the output of any tools used to perform the assessment.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-010-R3.2,CIP-010-R3,CIP-010,R3.2,"Where technically feasible, at least once every 36 calendar months: 3.2.1 Perform an active vulnerability assessment in a test environment, or perform an active vulnerability assessment in a production environment where the test is performed in a manner that minimizes adverse effects, that models the baseline configuration of the BES Cyber System in a production environment; and 3.2.2 Document the results of the testing and, if a test environment was used, the differences between the test environment and the production environment, including a description of the measures used to account for any differences in operation between the test and production environments.",High Impact BES Cyber Systems,"An example of evidence may include, but is not limited to, a document listing the date of the assessment (performed at least once every 36 calendar months), the output of the tools used to perform the assessment, and a list of differences between the production and test environments with descriptions of how any differences were accounted for in conducting the assessment.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-010-R3.3,CIP-010-R3,CIP-010,R3.3,"Prior to adding a new applicable Cyber Asset to a production environment, perform an active vulnerability assessment of the new Cyber Asset, except for CIP Exceptional Circumstances and like replacements of the same type of Cyber Asset with a baseline configuration that models an existing baseline configuration of the previous or other existing Cyber Asset.",High Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PCA,"An example of evidence may include, but is not limited to, a document listing the date of the assessment (performed prior to the commissioning of the new Cyber Asset) and the output of any tools used to perform the assessment.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-010-R3.4,CIP-010-R3,CIP-010,R3.4,"Document the results of the assessments conducted according to Parts 3.1, 3.2, and 3.3 and the action plan to remediate or mitigate vulnerabilities identified in the assessments including the planned date of completing the action plan and the execution status of any remediation or mitigation action items.",High Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA; Medium Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA,"An example of evidence may include, but is not limited to, a document listing the results or the review or assessment, a list of action items, documented proposed dates of completion for the action plan, and records of the status of the action items (such as minutes of a status meeting, updates in a work order system, or a spreadsheet tracking the action items).","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-011-R1.1,CIP-011-R1,CIP-011,R1.1,Method(s) to identify BCSI.,High Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PACS; Medium Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PACS,"Examples of acceptable evidence may include, but are not limited to, the following: • Documented method(s) to identify BCSI from the entity’s information protection program; or • Indications on information (e.g., labels or classification) that identify BCSI as designated in the entity’s information protection program; or • Training materials that provide personnel with sufficient knowledge to identify BCSI; or • Storage locations identified for housing BCSI in the entity’s information protection program.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-011-R1.2,CIP-011-R1,CIP-011,R1.2,Method(s) to protect and securely handle BCSI to mitigate risks of compromising confidentiality.,High Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PACS; Medium Impact BES Cyber Systems and their associated: 1. EACMS; and 2. PACS,"Examples of evidence for on-premise BCSI may include, but are not limited to, the following: • Procedures for protecting and securely handling, which include topics such as storage, security during transit, and use of BCSI; or • Records indicating that BCSI is handled in a manner consistent with the entity’s documented procedure(s). Examples of evidence for off-premise BCSI may include, but are not limited to, the following: • Implementation of electronic technical method(s) to protect electronic BCSI (e.g., data masking, encryption, hashing, tokenization, cipher, electronic key management); or • Implementation of physical technical method(s) to protect physical BCSI (e.g., physical lock and key management, physical badge management, biometrics, alarm system); or • Implementation of administrative method(s) to protect BCSI (e.g., vendor service risk assessments, business agreements).","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-011-R2.1,CIP-011-R2,CIP-011,R2.1,"Prior to the release for reuse of applicable Cyber Assets that contain BCSI (except for reuse within other systems identified in the “Applicable Systems” column), the Responsible Entity shall take action to prevent the unauthorized retrieval of BCSI from the Cyber Asset data storage media.",High Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA; Medium Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA,"Examples of acceptable evidence may include, but are not limited to, the following: • Records tracking sanitization actions taken to prevent unauthorized retrieval of BCSI such as clearing, purging, or destroying; or • Records tracking actions such as encrypting, retaining in the Physical Security Perimeter or other methods used to prevent unauthorized retrieval of BCSI.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-011-R2.2,CIP-011-R2,CIP-011,R2.2,"Prior to the disposal of applicable Cyber Assets that contain BCSI, the Responsible Entity shall take action to prevent the unauthorized retrieval of BCSI from the Cyber Asset or destroy the data storage media.",High Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA; Medium Impact BES Cyber Systems and their associated: 1. EACMS; 2. PACS; and 3. PCA,"Examples of acceptable evidence may include, but are not limited to, the following: • Records that indicate that data storage media was destroyed prior to the disposal of an applicable Cyber Asset; or • Records of actions taken to prevent unauthorized retrieval of BCSI prior to the disposal of an applicable Cyber Asset.","NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-012-R1.1,CIP-012-R1,CIP-012,R1.1,Identification of security protection used to mitigate the risks posed by unauthorized disclosure and unauthorized modification of Real-time Assessment and Real-time monitoring data while being transmitted between Control Centers;,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-012-R1.2,CIP-012-R1,CIP-012,R1.2,Identification of where the Responsible Entity applied security protection for transmitting Real-time Assessment and Real-time monitoring data between Control Centers; and,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-012-R1.3,CIP-012-R1,CIP-012,R1.3,"If the Control Centers are owned or operated by different Responsible Entities, identification of the responsibilities of each Responsible Entity for applying security protection to the transmission of Real-time Assessment and Real-time monitoring data between those Control Centers.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.1,CIP-013-R1,CIP-013,R1.1,One or more process(es) used in planning for the procurement of BES Cyber Systems and their associated EACMS and PACS to identify and assess cyber security risk(s) to the Bulk Electric System from vendor products or services resulting from: (i) procuring and installing vendor equipment and software; and (ii) transitions from one vendor(s) to another vendor(s).,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.2,CIP-013-R1,CIP-013,R1.2,"One or more process(es) used in procuring BES Cyber Systems, and their associated EACMS and PACS, that address the following, as applicable:",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.2.1,CIP-013-R1,CIP-013,R1.2.1,Notification by the vendor of vendor-identified incidents related to the products or services provided to the Responsible Entity that pose cyber security risk to the Responsible Entity;,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.2.2,CIP-013-R1,CIP-013,R1.2.2,Coordination of responses to vendor-identified incidents related to the products or services provided to the Responsible Entity that pose cyber security risk to the Responsible Entity;,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.2.3,CIP-013-R1,CIP-013,R1.2.3,Notification by vendors when remote or onsite access should no longer be granted to vendor representatives;,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.2.4,CIP-013-R1,CIP-013,R1.2.4,Disclosure by vendors of known vulnerabilities related to the products or services provided to the Responsible Entity;,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.2.5,CIP-013-R1,CIP-013,R1.2.5,Verification of software integrity and authenticity of all software and patches provided by the vendor for use in the BES Cyber System and their associated EACMS and PACS; and,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-013-R1.2.6,CIP-013-R1,CIP-013,R1.2.6,Coordination of controls for vendor-initiated remote access.,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R1.1,CIP-014-R1,CIP-014,R1.1,"Subsequent risk assessments shall be performed: • At least once every 30 calendar months for a Transmission Owner that has identified in its previous risk assessment (as verified according to Requirement R2) one or more Transmission stations or Transmission substations that if rendered inoperable or damaged could result in instability, uncontrolled separation, or Cascading within an Interconnection; or • At least once every 60 calendar months for a Transmission Owner that has not identified in its previous risk assessment (as verified according to Requirement R2) any Transmission stations or Transmission substations that if rendered inoperable or damaged could result in instability, uncontrolled separation, or Cascading within an Interconnection.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R1.2,CIP-014-R1,CIP-014,R1.2,The Transmission Owner shall identify the primary control center that operationally controls each Transmission station or Transmission substation identified in the Requirement R1 risk assessment.,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R2.1,CIP-014-R2,CIP-014,R2.1,"Each Transmission Owner shall select an unaffiliated verifying entity that is either: • A registered Planning Coordinator, Transmission Planner, or Reliability Coordinator; or • An entity that has transmission planning or analysis experience.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R2.2,CIP-014-R2,CIP-014,R2.2,"The unaffiliated third party verification shall verify the Transmission Owner’s risk assessment performed under Requirement R1, which may include recommendations for the addition or deletion of a Transmission station(s) or Transmission substation(s). The Transmission Owner shall ensure the verification is completed within 90 calendar days following the completion of the Requirement R1 risk assessment.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R2.3,CIP-014-R2,CIP-014,R2.3,"If the unaffiliated verifying entity recommends that the Transmission Owner add a Transmission station(s) or Transmission substation(s) to, or remove a Transmission station(s) or Transmission substation(s) from, its identification under Requirement R1, the Transmission Owner shall either, within 60 calendar days of completion of the verification, for each recommended addition or removal of a Transmission station or Transmission substation: • Modify its identification under Requirement R1 consistent with the recommendation; or • Document the technical basis for not modifying the identification in accordance with the recommendation.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R2.4,CIP-014-R2,CIP-014,R2.4,"Each Transmission Owner shall implement procedures, such as the use of non-disclosure agreements, for protecting sensitive or confidential information made available to the unaffiliated third party verifier and to protect or exempt sensitive or confidential information developed pursuant to this Reliability Standard from public disclosure.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R3.1,CIP-014-R3,CIP-014,R3.1,"If a Transmission station or Transmission substation previously identified under Requirement R1 and verified according to Requirement R2 is removed from the identification during a subsequent risk assessment performed according to Requirement R1 or a verification according to Requirement R2, then the Transmission Owner shall, within seven calendar days following the verification or the subsequent risk assessment, notify the Transmission Operator that has operational control of the primary control center of the removal.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R4.1,CIP-014-R4,CIP-014,R4.1,"Unique characteristics of the identified and verified Transmission station(s), Transmission substation(s), and primary control center(s);",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R4.2,CIP-014-R4,CIP-014,R4.2,"Prior history of attack on similar facilities taking into account the frequency, geographic proximity, and severity of past physical security related events; and",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R4.3,CIP-014-R4,CIP-014,R4.3,"Intelligence or threat warnings received from sources such as law enforcement, the Electric Reliability Organization (ERO), the Electricity Sector Information Sharing and Analysis Center (ES-ISAC), U.S. federal and/or Canadian governmental agencies, or their successors.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R5.1,CIP-014-R5,CIP-014,R5.1,"Resiliency or security measures designed collectively to deter, detect, delay, assess, communicate, and respond to potential physical threats and vulnerabilities identified during the evaluation conducted in Requirement R4.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R5.2,CIP-014-R5,CIP-014,R5.2,Law enforcement contact and coordination information.,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R5.3,CIP-014-R5,CIP-014,R5.3,A timeline for executing the physical security enhancements and modifications specified in the physical security plan.,,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R5.4,CIP-014-R5,CIP-014,R5.4,"Provisions to evaluate evolving physical threats, and their corresponding security measures, to the Transmission station(s), Transmission substation(s), or primary control center(s).",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R6.1,CIP-014-R6,CIP-014,R6.1,"Each Transmission Owner and Transmission Operator shall select an unaffiliated third party reviewer from the following: • An entity or organization with electric industry physical security experience and whose review staff has at least one member who holds either a Certified Protection Professional (CPP) or Physical Security Professional (PSP) certification. • An entity or organization approved by the ERO. • A governmental agency with physical security expertise. • An entity or organization with demonstrated law enforcement, government, or military physical security expertise.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R6.2,CIP-014-R6,CIP-014,R6.2,"The Transmission Owner or Transmission Operator, respectively, shall ensure that the unaffiliated third party review is completed within 90 calendar days of completing the security plan(s) developed in Requirement R5. The unaffiliated third party review may, but is not required to, include recommended changes to the evaluation performed under Requirement R4 or the security plan(s) developed under Requirement R5.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R6.3,CIP-014-R6,CIP-014,R6.3,"If the unaffiliated third party reviewer recommends changes to the evaluation performed under Requirement R4 or security plan(s) developed under Requirement R5, the Transmission Owner or Transmission Operator shall, within 60 calendar days of the completion of the unaffiliated third party review, for each recommendation: • Modify its evaluation or security plan(s) consistent with the recommendation; or • Document the reason(s) for not modifying the evaluation or security plan(s) consistent with the recommendation.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
CIP-014-R6.4,CIP-014-R6,CIP-014,R6.4,"Each Transmission Owner and Transmission Operator shall implement procedures, such as the use of non-disclosure agreements, for protecting sensitive or confidential information made available to the unaffiliated third party reviewer and to protect or exempt sensitive or confidential information developed pursuant to this Reliability Standard from public disclosure.",,,"NERC CIP Reliability Standards (CIP-002 to CIP-014), KB 3"
