risk_id,title,description,functional_domain,domain,catalogs,source_document
risk_physical_tampering_with_network_ot_equipment,Physical tampering with network/OT equipment,"The inability to protect field devices, cabinets, and network gear from tampering.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_pipeline_operational_disruption,Pipeline operational disruption,"The inability to secure pipeline control systems and operations, causing shutdowns or unsafe operating conditions.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_poor_alert_fidelity_and_tuning,Poor alert fidelity and tuning,"The inability to reduce false positives/negatives, leading to missed detections or analyst overload.",Security Operations (SecOps),Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_poor_data_asset_classification,Poor data asset classification,"The inability to classify and tag data assets by sensitivity, criticality, and regulatory constraints.",Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_poor_key_management,Poor key management,"The inability to generate, store, rotate, revoke, and audit cryptographic keys securely.",Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_poor_security_training_effectiveness,Poor security training effectiveness,"The inability to deliver role-based training that changes behavior, leading to persistent human-factor risk.",Personnel Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_poor_vulnerability_exception_governance,Poor vulnerability exception governance,"The inability to time-bound, approve, and track risk acceptances and exceptions.",Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_port_terminal_ot_compromise,Port/terminal OT compromise,"The inability to secure cranes, gates, and terminal OT systems, causing disruption and safety hazards.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_post_quantum_migration_failure,Post-Quantum Migration Failure,The failure to inventory and migrate cryptographic assets to quantum-resistant standards (FIPS 203/204/205) before Cryptographically Relevant Quantum Computers (CRQC) become available.1011,Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_privacy_incident_response_failure,Privacy incident response failure,"The inability to detect, assess, and notify privacy incidents according to legal thresholds and timelines.",Privacy & Regulatory Compliance,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_privilege_escalation,Privilege escalation,The inability to restrict access to privileged functions.,Privileged Access Management (PAM),Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_privileged_identity_compromise,Privileged identity compromise,"The inability to isolate, monitor, and harden privileged identities (break-glass, tiering, PAWs).",Privileged Access Management (PAM),Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_privileged_workforce_misuse,Privileged workforce misuse,The inability to monitor and enforce acceptable use for privileged personnel and contractors.,Personnel Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_prompt_injection_and_tool_abuse,Prompt injection and tool abuse,The inability to prevent prompt injection and unsafe tool/action execution in LLM-enabled workflows.,Emerging Tech Defense,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_protective_relay_misoperation,Protective relay misoperation,"The inability to secure relay settings and communications, causing misoperations and outages.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_public_exposure_of_cloud_storage_and_services,Public exposure of cloud storage and services,"The inability to prevent public access and unintended sharing of storage, databases, and endpoints.",Cloud Security Posture Management (CSPM),Cloud & Platform Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_ransomware_recovery_failure,Ransomware recovery failure,"The inability to contain ransomware, protect backups, and restore operations safely.",Incident Management & Forensics,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_reduction_in_productivity,Reduction in productivity,Diminished user productivity.,Business Continuity & Recovery,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_regulatory_noncompliance_management_gaps,Regulatory noncompliance management gaps,The inability to track obligations and maintain a compliance posture across jurisdictions and sectors.,"Policy, Compliance & Audit",Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_regulatory_operating_restrictions,Regulatory operating restrictions,"Restrictions, remediation mandates, or consent decrees imposed by regulators due to noncompliance.",Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_regulatory_reporting_noncompliance,Regulatory reporting noncompliance,The inability to meet sector regulatory reporting and security directive requirements during incidents.,Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_reliance_on_the_third_party,Reliance on the third-party,The inability to continue business operations due to reliance on a third‑party product and/or service.,Vendor Risk Governance,Third-Party Risk Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_resilience_testing_gaps,Resilience testing gaps,"The inability to execute resilience exercises (tabletops, failovers, chaos testing) to validate preparedness.",Business Continuity & Recovery,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_rogue_software_execution,Rogue software execution,"The inability to control application execution (allowlisting, script control), enabling unauthorized tools.",Endpoint Security & Hardening,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_safety_and_life_impact_events,Safety and life-impact events,"Injury, loss of life, or environmental harm due to cyber-physical incidents.",Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_safety_system_interaction_failure,Safety system interaction failure,"The inability to manage interactions between cybersecurity controls and safety instrumented systems, causing unsafe states.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_scada_telemetry_manipulation,SCADA telemetry manipulation,"The inability to validate telemetry integrity, leading to incorrect operational decisions.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_security_misconfiguration_in_apps,Security misconfiguration in apps,"The inability to harden application and platform settings, exposing admin functions or sensitive endpoints.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_segregation_of_duties_sod_violations,Segregation of duties (SoD) violations,"The inability to separate conflicting duties, increasing the likelihood of fraud, error, and unauthorized changes.",Entitlement and Authorization Governance,Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_sensitive_data_in_logs_and_telemetry,Sensitive data in logs and telemetry,"The inability to avoid storing secrets or regulated data in logs, creating secondary exposure paths.",Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_sensitive_data_leakage_via_ai_outputs,Sensitive data leakage via AI outputs,"The inability to prevent models from disclosing confidential or personal data (memorization, retrieval, context leakage).",AI Governance & Safety,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_server_side_request_forgery_ssrf,Server-side request forgery (SSRF),"The inability to prevent SSRF, enabling internal network access and cloud metadata exploitation.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_shadow_it_and_unmanaged_services,Shadow IT and unmanaged services,"The inability to detect and govern unapproved applications, SaaS, infrastructure, and integrations.",Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_signaling_exploitation_and_interception,Signaling exploitation and interception,"The inability to protect signaling and core network functions, enabling interception, fraud, or disruption.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_single_points_of_failure,Single points of failure,"The inability to design and test redundancy, creating outages from component, region, or provider failures.",Business Continuity & Recovery,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_social_engineering_susceptibility,Social engineering susceptibility,The inability to reduce susceptibility to phishing/vishing/smishing and impersonation attacks.,Personnel Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_software_supply_chain_compromise,Software supply chain compromise,"The inability to assure integrity of software provenance, build pipelines, updates, and dependencies.",Acquisition & Supply Chain,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_stale_access_orphaned_accounts_and_entitlements,Stale access (orphaned accounts and entitlements),"The inability to promptly revoke access after role change, termination, or vendor offboarding.",Identity and Entity Lifecycle Management,Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_subscriber_identity_provisioning_fraud,Subscriber identity/provisioning fraud,"The inability to secure provisioning workflows (SIM, eSIM), enabling account takeover and fraud.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_supply_chain_compromise_in_network_equipment,Supply chain compromise in network equipment,"The inability to validate integrity of RAN/core equipment and updates, enabling persistent compromise.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_supply_chain_compromise_of_ot_components,Supply chain compromise of OT components,The inability to validate integrity of OT firmware/software updates and vendor packages.,Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_synthetic_identity_deepfake_bypass,Synthetic Identity & Deepfake Bypass,"The inability to detect AI-generated deepfakes (voice/video) during identity verification and biometric checks, leading to fraudulent account creation or access.14","Identity Assurance, Credentials, and Decentralized Identity",Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_system_compromise,System compromise,"A compromise of a system, application, or service that affects confidentiality, integrity, availability and/or safety.",Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_access_pathway_exposure,Third-party access pathway exposure,"The inability to control vendor remote access and privileged operations, enabling lateral entry.",Vendor Risk Governance,Third-Party Risk Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_compliance_legal_exposure,Third-party compliance / legal exposure,"The inability to maintain compliance due to third‑party non‑compliance, criminal acts, or other relevant legal actions.",Vendor Risk Governance,Third-Party Risk Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_concentration_and_systemic_dependency,Third-party concentration and systemic dependency,The inability to manage systemic dependency on a small number of critical ICT providers.,Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_cybersecurity_exposure,Third-party cybersecurity exposure,"Loss of Confidentiality, Integrity, Availability and/or Safety (CIAS) from third‑party cybersecurity practices, vulnerabilities and/or incidents impacting products/services.",Acquisition & Supply Chain,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_incident_coordination_failure,Third-party incident coordination failure,"The inability to coordinate IR with vendors, cloud providers, and MSPs for containment and remediation.",Incident Management & Forensics,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_incident_response_misalignment,Third-party incident response misalignment,The inability to integrate vendor IR processes and evidence sharing for coordinated containment.,Vendor Risk Governance,Third-Party Risk Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_physical_security_exposure,Third-party physical security exposure,"Loss of CIAS from physical security exposure of third‑party structures, facilities and/or physical assets impacting products/services.",Acquisition & Supply Chain,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_third_party_supply_chain_relationships_visibility_and_controls,"Third-party supply chain relationships, visibility and controls","Loss of CIAS from downstream third‑party relationships, visibility, and controls impacting products/services.",Acquisition & Supply Chain,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_token_theft_and_replay,Token theft and replay,"The inability to protect and bind authentication tokens to devices/sessions, enabling replay and persistence.",Access and Interaction Management,Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_training_data_poisoning,Training data poisoning,The inability to prevent or detect malicious data injection that corrupts model behavior.,Emerging Tech Defense,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unauthorized_access,Unauthorized access,"The inability to restrict access to only authorized individuals, groups, or services.",Entitlement and Authorization Governance,Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unauthorized_data_access_to_sensitive_data,Unauthorized data access to sensitive data,The inability to enforce access controls for sensitive data at rest and in use.,Data Governance & Lifecycle,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unauthorized_device_introduction,Unauthorized device introduction,The inability to prevent rogue devices from connecting to corporate networks or OT environments.,Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unauthorized_physical_access,Unauthorized physical access,"The inability to restrict physical access to facilities, data centers, and critical rooms, enabling tampering and theft.",Physical Environmental Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unauthorized_physical_access_to_ot_sites,Unauthorized physical access to OT sites,"The inability to protect substations, plants, and field cabinets from tampering and rogue connections.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unauthorized_plc_rtu_logic_changes,Unauthorized PLC/RTU logic changes,The inability to detect and prevent unauthorized changes to controller logic and setpoints.,Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unauthorized_re_identification,Unauthorized re-identification,The inability to prevent re-identification of de-identified data via linkage attacks or model inversion.,Privacy & Regulatory Compliance,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_uncontrolled_exception_management,Uncontrolled exception management,"The inability to manage risk exceptions with approvals, time bounds, compensating controls, and tracking.",Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unmanaged_byod_and_mobile_risk,Unmanaged BYOD and mobile risk,"The inability to manage and secure mobile/BYOD devices, enabling data leakage and unauthorized access.",Endpoint Security & Hardening,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unmanaged_third_party_and_open_source_vulnerabilities,Unmanaged third-party and open-source vulnerabilities,"The inability to track vulnerabilities in vendor products, OSS dependencies, and libraries.",Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unmitigated_vulnerabilities,Unmitigated vulnerabilities,Unmitigated technical vulnerabilities that lack compensating controls or other mitigation actions.,Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unpatched_internet_exposed_services,Unpatched internet-exposed services,"The inability to remediate or restrict exposed services, increasing risk of remote exploitation.",Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unsafe_autonomous_tool_execution,Unsafe Autonomous Tool Execution,"The inability to restrict AI agents from executing high-impact actions (e.g., database deletes, financial transfers) without human-in-the-loop authorization.12",Emerging Tech Defense,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unsafe_feature_releases_privacy_ai,Unsafe feature releases (privacy/AI),"The inability to gate releases with privacy and AI risk reviews, causing harmful or noncompliant features to ship.",Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unsecured_remote_access,Unsecured remote access,"The inability to secure remote access paths (VPN, ZTNA), enabling credential theft and unauthorized entry.",Network Defense & Segmentation,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_unsupported_or_end_of_life_technology,Unsupported or end-of-life technology,"The inability to retire or isolate EOL systems, increasing exposure to unpatched vulnerabilities.",Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_usb_removable_media_exposure,USB/removable media exposure,"The inability to control removable media, enabling malware introduction and data theft.",Endpoint Security & Hardening,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_use_of_product_service,Use of product / service,The misuse of the product/service in a manner it was not designed for or approved for use.,Vendor Risk Governance,Third-Party Risk Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_vehicle_rolling_stock_cybersecurity_failures,Vehicle/rolling stock cybersecurity failures,"The inability to secure connected vehicles and onboard systems, enabling remote manipulation or privacy breaches.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_visitor_management_failures,Visitor management failures,"The inability to control visitor access and escorting, enabling social engineering and unauthorized access.",Physical Environmental Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_vulnerability_scanning_misconfiguration,Vulnerability scanning misconfiguration,"The inability to configure scanners and coverage properly, resulting in false negatives and blind spots.",Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_vulnerable_and_outdated_components,Vulnerable and outdated components,"The inability to manage third-party libraries and dependencies, enabling known exploits.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_authentication_controls,Weak authentication controls,"The inability to enforce strong authentication (e.g., phishing-resistant MFA) for users, admins, and sensitive actions.",Privileged Access Management (PAM),Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_configuration_change_tracking,Weak configuration/change tracking,"The inability to record and monitor configuration changes, creating unknown drift and control failures.",Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_database_security,Weak database security,"The inability to harden databases (auth, segmentation, patching), enabling injection, credential theft, or direct access.",Data Governance & Lifecycle,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_encryption_at_rest,Weak encryption at rest,"The inability to encrypt sensitive data at rest using strong, approved algorithms and configurations.",Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_encryption_in_transit,Weak encryption in transit,The inability to enforce modern TLS configurations and prevent downgrade/weak cipher usage.,Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_penetration_testing_validation,Weak penetration testing / validation,The inability to validate remediation effectiveness and exploitability through testing and verification.,Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_tokenization_anonymization_controls,Weak tokenization/anonymization controls,"The inability to apply effective de-identification/cryptographic protection for regulated data, increasing privacy risk.",Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_weak_vulnerability_disclosure_process,Weak vulnerability disclosure process,"The inability to receive, triage, and remediate externally reported vulnerabilities responsibly.",Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
